TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,32,0.5575,1,16,0,1.0,0.0,4.504754,5.4937506,5.510848,5.510969,6.5105233,6.5106964,1.0,1.2335737,7.74427,10.2785635,3.7685184,10.279359,10.839099
2,2,2,16,0.5575,1,0,8,1.0,1.0,11.338142,12.327084,12.344171,12.3442545,13.344772,13.344922,2.0,1.2328873,14.577809,17.11224,3.7678604,17.112885,17.671835
3,3,3,32,0.5575,1,0,8,1.0,2.0,18.2488,19.1609,19.177507,19.177645,20.177794,20.17794,2.0,1.2324796,21.41042,23.944883,3.7675107,23.945557,24.504406
4,4,3,16,1.365,1,0,2,1.0,3.0,25.036219,25.994081,26.010336,26.010416,27.010872,27.01102,2.0,2.7329764,29.743998,30.779165,3.768701,30.779827,32.14568
5,5,2,32,0.5575,1,3,0,1.0,4.0,32.655354,33.64368,33.660763,33.660843,34.6606,34.660748,1.0,1.500443,36.16119,38.42739,3.7671974,38.42805,38.986847
6,6,3,16,4.595,1,0,1,1.0,5.0,39.58232,40.477444,40.49412,40.49423,41.494923,41.49507,1.0,1.5155306,43.0106,45.26234,3.7678404,45.263016,49.86067
7,7,2,32,2.98,1,2,0,1.0,6.0,50.37167,51.360302,51.377445,51.377556,52.376812,52.37696,2.0,2.7840288,55.16099,56.14325,3.7668543,56.14392,59.126167
8,8,3,16,4.595,1,0,1,1.0,7.0,59.62494,60.610737,60.627426,60.62753,61.627342,61.62749,1.0,1.5664009,63.193893,65.39497,3.7680414,65.39564,69.99216
9,9,3,32,0.5575,1,0,16,1.0,8.0,70.57284,71.47728,71.49355,71.49363,72.49444,72.49458,2.0,1.0826523,73.57724,76.26221,3.7681766,76.26287,76.82181
10,10,2,16,2.98,1,0,1,1.0,9.0,77.32248,78.310234,78.32738,78.32748,79.32744,79.32758,1.0,1.3662757,80.69386,83.094696,3.767678,83.09537,86.07797
