TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,8,0,1,0,5.000000e-01,8.882500e+00,1.0,0.0,4.0217347,1.0,8,6.0929847,high,2.0712502,0.9287497,6.613025,9.271566,9.274537,11.292946,7.2712116,11.293351,20.154814
2,2,2,0,3,1,5.000000e-01,8.075000e-01,1.0,1.0,20.174728,1.0,2,21.876308,high,1.7015789,1.2984211,22.396132,25.425915,25.429394,27.44243,7.2677016,27.442776,28.231905
3,3,0,4,2,1,2,8.075000e-01,1.0,2.0,28.351973,2.0,4,30.24288,high,1.8909078,1.1090922,30.763193,35.1019,35.103813,37.109905,8.757933,37.110233,37.90939
4,4,8,2,1,1,2,2.422500e+00,1.0,3.0,37.917393,2.0,2,40.12617,low,2.20878,0.79122,40.64521,44.668133,44.670307,46.67595,8.758555,46.67628,49.0905
5,5,2,0,1,0,5.000000e-01,2.422500e+00,1.0,4.0,49.095356,2.0,0,50.609512,low,1.5141587,1.4858413,51.12993,54.34555,54.34566,56.359196,7.26384,56.359528,58.76779
6,6,0,8,3,1,2,2.422500e+00,1.0,5.0,58.78629,2.0,8,60.409275,high,1.6229832,1.3770168,60.929966,65.53646,65.53845,67.54308,8.756789,67.54342,69.958694
7,7,2,0,2,0,5.000000e-01,2.422500e+00,1.0,6.0,70.07561,2.0,0,72.042786,low,1.9671783,1.0328217,72.56327,75.32676,75.326866,77.3422,7.2665915,77.34254,79.74775
8,8,4,8,1,1,3.500000e+00,7.267500e+00,1.0,7.0,79.7557,1.0,4,81.926094,low,2.1703973,0.8296026,82.446075,88.00578,88.00782,90.02537,10.269671,90.025696,97.27281
9,9,8,4,2,1,5.000000e-01,8.075000e-01,1.0,8.0,97.390915,1.0,8,99.45932,high,2.0684042,0.9315957,99.9783,102.64039,102.64234,104.65918,7.2682657,104.659615,105.44897
10,10,8,2,1,0,3.500000e+00,8.075000e-01,1.0,9.0,105.455086,2.0,2,107.526085,low,2.071002,0.9289979,108.04588,113.70438,113.706406,115.709274,10.25419,115.70962,116.51283
11,11,0,2,1,1,5.000000e-01,5.652500e+00,1.0,10.0,116.51616,1.0,0,118.49264,low,1.9764736,1.0235264,119.01256,121.7669,121.76701,123.77585,7.259684,123.77619,129.41971
12,12,4,0,1,1,2,4.037500e+00,1.0,11.0,129.42444,999.0,999,132.4257,999,0.0,0.0,132.4289,136.17563,999.0,999.0,869.57556,138.19281,142.21277
13,13,8,2,2,0,5.000000e-01,4.037500e+00,1.0,12.0,142.33113,1.0,8,144.0759,high,1.7447685,1.2552315,144.59499,147.58069,147.58247,149.59238,7.2612514,149.59276,153.61877
14,14,2,0,2,1,5.000000e-01,8.075000e-01,1.0,13.0,153.73454,1.0,2,155.55931,high,1.8247688,1.1752312,156.07855,158.98586,158.9879,160.99242,7.2578745,160.99275,161.7928
15,15,4,2,2,0,5.000000e-01,8.075000e-01,1.0,14.0,161.91484,1.0,4,164.25894,high,2.3441021,0.6558979,164.77911,167.16579,167.1676,169.17572,7.2608833,169.17606,169.97385
16,16,4,0,2,0,2,2.422500e+00,1.0,15.0,170.08774,2.0,0,171.72578,low,1.6380495,1.3619505,172.24507,176.83868,176.83879,178.84216,8.754432,178.84251,181.26122
17,17,2,4,3,0,5.000000e-01,5.652500e+00,1.0,16.0,181.27965,2.0,4,182.90912,high,1.629468,1.370532,183.43015,186.5298,186.53183,188.5423,7.262648,188.54265,194.18271
18,18,8,4,1,0,2,8.075000e-01,1.0,17.0,194.1878,2.0,4,196.52574,low,2.3379385,0.6620615,197.04573,200.93826,200.94023,202.95969,8.771878,202.96002,203.74583
19,19,2,8,2,0,5.000000e-01,2.422500e+00,1.0,18.0,203.86305,2.0,8,205.62576,high,1.7627146,1.2372854,206.14557,209.11415,209.11774,211.12543,7.2623773,211.12578,213.53679
20,20,0,2,3,0,5.000000e-01,4.037500e+00,1.0,19.0,213.55502,2.0,2,215.32579,high,1.7707688,1.2292312,215.84592,218.8063,218.80826,220.82475,7.2697263,220.82509,224.84375
21,21,8,2,3,0,5.000000e-01,8.075000e-01,1.0,20.0,224.8593,1.0,8,226.79231,high,1.9330223,1.0669777,227.31145,230.10974,230.11008,232.1248,7.265504,232.12512,232.91673
22,22,0,8,2,1,5.000000e-01,8.075000e-01,1.0,21.0,233.04028,2.0,8,235.77568,high,2.7353897,0.2646102,236.29492,238.29079,238.29279,240.3093,7.269005,240.30963,241.09804
23,23,4,2,2,1,5.000000e-01,8.075000e-01,1.0,22.0,241.2141,2.0,2,243.1922,low,1.9781078,1.0218922,243.71175,246.4642,246.46455,248.4761,7.262016,248.47644,249.27202
24,24,8,0,3,0,5.000000e-01,2.422500e+00,1.0,23.0,249.2921,1.0,8,251.04202,high,1.7499127,1.2500873,251.5621,254.54214,254.54411,256.5596,7.2674985,256.55994,258.96573
25,25,8,2,1,0,2,8.075000e-01,1.0,24.0,258.97064,1.0,8,261.2756,high,2.3049657,0.6950343,261.79498,265.72092,265.7229,267.72632,8.755662,267.72665,268.52872
26,26,2,8,3,0,2,8.075000e-01,1.0,25.0,268.54715,2.0,8,270.22556,high,1.6783944,1.3216056,270.7451,275.29764,275.29962,277.30847,8.761318,277.3088,278.10568
27,27,4,8,3,1,5.000000e-01,8.075000e-01,1.0,26.0,278.12134,2.0,8,279.8588,high,1.7374724,1.2625276,280.37854,283.37274,283.37476,285.392,7.270671,285.39233,286.17957
28,28,8,2,3,1,5.000000e-01,2.422500e+00,1.0,27.0,286.19653,2.0,2,288.47543,low,2.2788923,0.7211077,288.99557,291.44672,291.44705,293.45865,7.26212,293.45898,295.86957
29,29,8,0,2,0,3.500000e+00,2.422500e+00,1.0,28.0,295.9872,1.0,8,298.07526,high,2.0880558,0.9119442,298.5952,304.23727,304.23907,306.24265,10.255446,306.24298,308.66025
30,30,0,8,1,1,3.500000e+00,2.422500e+00,1.0,29.0,308.6664,1.0,0,310.5421,low,1.8756843,1.1243157,311.06165,316.91733,316.91745,318.92493,10.258499,318.92526,321.33963
31,31,8,2,1,1,2,8.075000e-01,1.0,30.0,321.3459,2.0,2,323.00882,low,1.6629329,1.3370671,323.5289,328.09665,328.0987,330.10852,8.7626505,330.10886,330.90466
32,32,4,0,3,1,2,2.422500e+00,1.0,31.0,330.92267,1.0,4,332.5253,high,1.6026326,1.3973674,333.046,337.67365,337.6756,339.69217,8.769499,339.69254,342.09555
33,33,4,2,1,0,5.000000e-01,8.075000e-01,1.0,32.0,342.1002,1.0,4,344.2255,high,2.125313,0.8746869,344.74484,347.3505,347.3525,349.3582,7.2579956,349.35852,350.15756
34,34,2,4,3,1,5.000000e-01,4.037500e+00,1.0,33.0,350.17557,2.0,4,351.8088,high,1.6332566,1.3667434,352.32892,355.42578,355.4278,357.4414,7.2658453,357.44174,361.46353
35,35,8,4,2,0,2,8.075000e-01,1.0,34.0,361.58167,1.0,8,363.742,high,2.1603496,0.8396503,364.26187,368.33163,368.33344,370.3421,8.76044,370.34244,371.13953
36,36,2,4,1,1,2,8.075000e-01,1.0,35.0,371.14444,1.0,2,373.1586,low,2.0141592,0.9858409,373.6779,377.89514,377.89713,379.90762,8.763186,379.90796,380.70163
37,37,8,2,3,1,5.000000e-01,4.037500e+00,1.0,36.0,380.72165,1.0,8,382.40826,high,1.6866157,1.3133843,382.9278,385.97247,385.97443,387.9915,7.269854,387.99182,392.00916
