Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,2,2,1,5.000000e-01,2.422500e+00
2,4,2,3,0,5.000000e-01,2.422500e+00
3,8,0,2,0,5.000000e-01,8.075000e-01
4,0,2,1,0,5.000000e-01,8.075000e-01
5,0,4,3,1,2,8.075000e-01
6,0,4,1,1,2,2.422500e+00
7,8,0,3,0,5.000000e-01,4.037500e+00
8,8,4,1,1,2,8.075000e-01
9,0,8,3,1,2,8.075000e-01
10,0,4,3,0,5.000000e-01,4.037500e+00
11,0,4,1,0,5.000000e-01,7.267500e+00
12,0,8,1,1,2,2.422500e+00
13,0,8,2,1,2,8.075000e-01
14,4,8,1,0,5.000000e-01,2.422500e+00
15,2,8,3,1,2,8.075000e-01
16,0,8,1,0,5.000000e-01,8.075000e-01
17,8,2,2,0,5.000000e-01,4.037500e+00
18,2,8,2,0,2,8.075000e-01
19,8,2,1,0,3.500000e+00,8.075000e-01
20,4,8,3,1,3.500000e+00,8.075000e-01
21,2,8,3,1,5.000000e-01,5.652500e+00
22,2,4,1,1,2,2.422500e+00
23,2,0,3,0,2,8.075000e-01
24,4,0,2,1,5.000000e-01,8.882500e+00
25,2,0,2,1,5.000000e-01,8.075000e-01
26,4,8,2,0,5.000000e-01,8.075000e-01
27,8,4,2,1,5.000000e-01,8.075000e-01
28,4,8,3,0,5.000000e-01,2.422500e+00
29,4,2,3,1,2,2.422500e+00
30,2,4,1,0,2,2.422500e+00
31,2,8,2,1,5.000000e-01,2.422500e+00
32,4,0,2,0,5.000000e-01,8.075000e-01
33,0,2,3,1,3.500000e+00,4.037500e+00
34,2,0,2,0,2,2.422500e+00
35,2,4,2,0,5.000000e-01,5.652500e+00
36,8,2,3,0,5.000000e-01,7.267500e+00
37,2,8,2,1,5.000000e-01,8.075000e-01
38,8,2,1,1,2,4.037500e+00
39,2,8,1,1,5.000000e-01,8.075000e-01
40,2,8,3,0,2,8.075000e-01
41,0,2,1,1,5.000000e-01,8.075000e-01
42,8,2,1,0,3.500000e+00,8.075000e-01
