instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",19.15605449990835,34.12090559990611,53.347276679473,2024-03-29 19:08:39.573912,2024-03-29 19:08:58.786688,,,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",11.88492820004467,53.31231979990844,65.25122131989338,2024-03-29 19:08:58.787676,2024-03-29 19:09:10.711248,,,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",14.83248639991507,65.23633310000878,80.1279069200391,2024-03-29 19:09:10.712248,2024-03-29 19:09:25.588329,,,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",12.22831000003498,80.1128198999213,92.40316731994972,2024-03-29 19:09:25.589305,2024-03-29 19:09:37.864493,,,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for negative feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",50.127710999920964,92.54904309997801,142.87924002006184,2024-03-29 19:09:37.875053,2024-03-29 19:10:28.201381,,,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD017.jpg,0,MF017.jpg,0,,,,,0,0,0,66,imgFunc,2,NA,3.3514743999112397,142.8696626999881,146.36832896003034,2024-03-29 19:10:28.244254,2024-03-29 19:10:31.736824,MF017.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD018.jpg,0,MF018.jpg,0,,,,,0,1,1,67,imgFunc,2,NA,2.0161770000122488,146.32475029991474,148.4440950199496,2024-03-29 19:10:31.744805,2024-03-29 19:10:33.855548,MF018.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD009.jpg,0,MF009.jpg,0,,,,,0,2,2,58,imgFunc,2,NA,1.6938771000131965,148.4391956999898,150.24083262006752,2024-03-29 19:10:33.863529,2024-03-29 19:10:35.656308,MF009.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD006.jpg,0,MF006.jpg,0,,,,,0,3,3,55,imgFunc,1,NA,1.1896989999804646,150.2473389999941,151.54071752005257,2024-03-29 19:10:35.668278,2024-03-29 19:10:36.957047,MF006.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,DD021.jpg,0,FF021.jpg,0,,,,,0,4,4,20,imgFunc,2,NA,2.296996399993077,151.54003729997203,153.94233472004998,2024-03-29 19:10:36.965057,2024-03-29 19:10:39.359210,FF021.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,L_SD501.jpg,1,L_MF501.jpg,1,,,,,0,5,5,90,imgFunc,1,NA,1.2953859000699595,153.94158669991884,155.34390151989646,2024-03-29 19:10:39.366193,2024-03-29 19:10:40.760085,L_MF501.jpg,1,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD010.jpg,0,MF010.jpg,0,,,,,0,6,6,59,imgFunc,1,NA,1.135229600011371,155.3496486999793,156.58544152008835,2024-03-29 19:10:40.767068,2024-03-29 19:10:41.994504,MF010.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,DD008.jpg,0,FF008.jpg,0,,,,,0,7,7,7,imgFunc,2,NA,1.5920891999267042,156.58859629998915,158.27788861992303,2024-03-29 19:10:42.008469,2024-03-29 19:10:43.695005,FF008.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,L_SD504.jpg,1,L_MF504.jpg,1,,,,,0,8,8,93,imgFunc,1,NA,1.1426445000106469,158.27820469997823,159.53025721991435,2024-03-29 19:10:43.702958,2024-03-29 19:10:44.945681,L_MF504.jpg,1,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD021.jpg,0,MF021.jpg,0,,,,,0,9,9,70,imgFunc,2,NA,1.0582967000082135,159.5385035999352,160.70774781994987,2024-03-29 19:10:44.953629,2024-03-29 19:10:46.113571,MF021.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD036.jpg,0,MF036.jpg,0,,,,,0,10,10,85,imgFunc,1,NA,1.127623499953188,160.7010927000083,161.9367366200313,2024-03-29 19:10:46.120523,2024-03-29 19:10:47.347669,MF036.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD025.jpg,0,MF025.jpg,0,,,,,0,11,11,74,imgFunc,1,NA,1.4247062999056652,161.9322274000151,163.46763042011298,2024-03-29 19:10:47.355619,2024-03-29 19:10:48.881589,MF025.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD039.jpg,0,MF039.jpg,0,,,,,0,12,12,88,imgFunc,1,NA,0.8538645999506116,163.478849099949,164.43210831994656,2024-03-29 19:10:48.897550,2024-03-29 19:10:49.849989,MF039.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD002.jpg,0,MF002.jpg,0,,,,,0,13,13,51,imgFunc,2,NA,1.0350959000643343,164.4256391999079,165.5598057198804,2024-03-29 19:10:49.857989,2024-03-29 19:10:50.983978,MF002.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
,SD004.jpg,0,MF004.jpg,0,,,,,0,14,14,53,imgFunc,2,NA,1.7622942000161856,165.5624683999922,167.41524262004532,2024-03-29 19:10:50.990944,2024-03-29 19:10:52.835672,MF004.jpg,0,10983,18-29,2024-03-29_19h08.35.379,Recall,2021.2.3,59.95196648162906,
