onset	duration	trial_type	rt	resp
0.0003522000042721629	0.6382058999733999	fixation_1	999	999
0.6386080000083894	3.0018853999790736	face	2.532727999961935	2
3.6405511999619193	0.6382058999733999	fixation_2	999	999
4.189259100006893	1.016609399986919	feedback loss	999	999
5.205870500009041	5.316451299993787	ITI	999	999
10.53031679999549	0.6255100999842398	fixation_1	999	999
11.155881799990311	3.00049870001385	face	2.283026700024493	1
14.156424899992999	0.6255100999842398	fixation_2	999	999
14.705380400002468	1.0000300999963656	feedback win	999	999
15.705412500014063	5.316945099970326	ITI	999	999
21.02483690000372	0.6306801000027917	fixation_1	999	999
21.65557100001024	3.0002873999765143	face	2.53304670000216	2
24.655902999977116	0.6306801000027917	fixation_2	999	999
25.205786100006662	1.0000616000033915	feedback loss	999	999
26.205849699967075	5.316500300017651	ITI	999	999
31.524789899995085	0.6307474999921396	fixation_1	999	999
32.155596199969295	3.0007911000284366	face	2.282694299996365	1
35.156429399969056	0.6307474999921396	fixation_2	999	999
35.70560370001476	1.0166208999580704	feedback loss	999	999
36.72222659998806	1.1187400000053458	ITI	999	999
37.84339659998659	0.6292510000057518	fixation_1	999	999
38.47270639997441	3.0004466000245884	face	2.282809600001201	1
41.47319519997109	0.6292510000057518	fixation_2	999	999
42.02237719995901	1.0000233000027947	feedback loss	999	999
43.022402599977795	1.1176127000362612	ITI	999	999
44.14256269996986	0.6294708999921568	fixation_1	999	999
44.77207909995923	3.0012329000164755	face	2.0332172000198625	2
47.77335079998011	0.6294708999921568	fixation_2	999	999
48.32235089997994	1.016394499980379	feedback win	999	999
49.338747399975546	1.1185765000409447	ITI	999	999
50.459843099990394	0.6288705000188202	fixation_1	999	999
51.088764999993145	3.0012247000122443	face	2.7845351999858394	2
54.09003749996191	0.6288705000188202	fixation_2	999	999
54.63913149997825	1.0000681999954395	feedback win	999	999
55.63920189999044	3.217723899986595	ITI	999	999
58.85965629998827	0.6292133000097238	fixation_1	999	999
59.48894730000757	3.0014342999784276	face	2.5342349999700673	2
62.490424899966456	0.6292133000097238	fixation_2	999	999
63.03918969997903	1.0162668999982998	feedback loss	999	999
64.05547540000407	3.216794000007212	ITI	999	999
67.27486870001303	0.6306177999940701	fixation_1	999	999
67.90554899995914	3.0014531000051647	face	2.0330385000561364	2
70.90704520000145	0.6306177999940701	fixation_2	999	999
71.45533929998055	1.0005001000245102	feedback win	999	999
72.45584149996284	1.118243300006725	ITI	999	999
73.5768142999732	0.6289609000086784	fixation_1	999	999
74.20585129997926	3.049585900036618	face	3.0490467000054196	1
77.25548039999558	0.6289609000086784	fixation_2	999	999
77.80561179999495	1.0002481999690644	feedback win	999	999
78.80586209998	3.217056700028479	ITI	999	999
82.02560850000009	0.6297472000005655	fixation_1	999	999
82.65541649999795	3.000971900008153	face	2.532480299996678	2
85.65642839996144	0.6297472000005655	fixation_2	999	999
86.20549299998675	1.0000318000093102	feedback loss	999	999
87.20552680001128	5.31681429996388	ITI	999	999
92.52507659996627	0.6306060000206344	fixation_1	999	999
93.1557477999595	3.0015372000052594	face	2.032194600033108	1
96.15732619998744	0.6306060000206344	fixation_2	999	999
96.70541779999621	1.0166120000067167	feedback loss	999	999
97.72203179995995	3.2169078000006266	ITI	999	999
100.94165220001014	0.6306651000049897	fixation_1	999	999
101.57238590001361	3.000765699951444	face	2.0326390999834985	2
104.57319520000601	0.6306651000049897	fixation_2	999	999
105.12224100000458	1.0001641999697313	feedback win	999	999
106.12240719998954	5.3169315999839455	ITI	999	999
111.44192770001246	0.6299939999589697	fixation_1	999	999
112.07197689998429	3.001301100011915	face	2.033082799986005	2
115.07331880001584	0.6299939999589697	fixation_2	999	999
