nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,3,0
2,2,16,1.365,1,0,1
3,2,32,0.5575,1,8,0
4,2,16,0.5575,1,0,8
5,3,32,0.5575,1,2,0
6,3,32,2.98,1,0,16
7,2,32,0.5575,1,16,0
8,2,16,0.5575,1,4,0
9,2,32,4.595,1,8,0
10,3,16,0.5575,1,0,4
11,2,16,1.365,1,2,0
12,3,16,1.365,1,4,0
13,3,16,0.5575,1,0,1
14,3,16,0.5575,1,0,2
15,3,32,0.5575,1,0,8
16,2,16,0.5575,1,2,0
17,3,16,0.5575,1,8,0
18,3,32,1.365,1,3,0
19,2,32,2.98,1,0,3
20,2,16,0.5575,1,2,0
21,2,32,1.365,1,8,0
22,3,16,2.98,1,2,0
23,3,32,2.98,1,0,16
24,2,32,1.365,1,0,2
25,2,16,0.5575,1,8,0
26,3,32,0.5575,1,2,0
27,2,16,4.595,1,4,0
28,3,32,0.5575,1,8,0
29,2,16,1.365,1,0,1
30,2,16,1.365,1,8,0
31,2,32,2.98,1,0,3
32,3,32,4.595,1,2,0
33,3,16,1.365,1,0,4
34,2,16,1.365,1,0,8
35,2,32,0.5575,1,2,0
36,2,16,0.5575,1,0,1
37,3,16,1.365,1,0,1
38,2,32,1.365,1,2,0
39,3,16,0.5575,1,8,0
40,3,16,0.5575,1,0,4
41,2,16,2.98,1,0,4
42,2,16,0.5575,1,0,8
43,3,16,0.5575,1,0,2
44,3,16,2.98,1,2,0
45,3,32,0.5575,1,3,0
46,3,16,1.365,1,0,1
47,3,16,6.21,1,0,8
48,3,16,0.5575,1,8,0
