nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,4.595,1,0,2
2,3,32,0.5575,1,16,0
3,2,16,0.5575,1,1,0
4,2,32,2.98,1,0,2
5,2,32,0.5575,1,3,0
6,2,16,1.365,1,8,0
7,3,32,0.5575,1,16,0
8,2,16,0.5575,1,0,2
9,3,16,2.98,1,2,0
10,2,16,0.5575,1,0,2
11,2,16,1.365,1,0,1
12,2,16,0.5575,1,8,0
13,2,16,0.5575,1,0,8
14,3,16,2.98,1,0,4
15,3,16,0.5575,1,4,0
16,2,16,4.595,1,8,0
17,3,32,0.5575,1,2,0
18,2,32,2.98,1,0,16
19,3,32,1.365,1,16,0
20,2,16,0.5575,1,4,0
21,2,32,1.365,1,0,2
22,3,16,1.365,1,0,8
23,2,16,1.365,1,0,1
24,2,32,1.365,1,0,8
25,3,16,0.5575,1,0,1
26,3,32,1.365,1,16,0
27,2,16,2.98,1,2,0
28,3,16,0.5575,1,0,1
29,3,32,6.21,1,0,3
30,2,32,0.5575,1,0,8
31,2,16,0.5575,1,4,0
32,2,16,0.5575,1,0,1
33,3,16,1.365,1,2,0
34,3,16,0.5575,1,4,0
35,2,32,0.5575,1,3,0
36,3,16,0.5575,1,0,4
37,2,32,2.98,1,3,0
38,3,16,0.5575,1,0,4
39,3,16,0.5575,1,0,1
40,3,16,0.5575,1,1,0
41,3,16,1.365,1,2,0
42,3,16,0.5575,1,0,1
43,3,32,2.98,1,0,16
44,2,32,0.5575,1,8,0
45,2,16,1.365,1,8,0
46,3,32,1.365,1,3,0
47,3,32,1.365,1,0,8
48,2,16,4.595,1,4,0
