nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,2,0
2,2,32,4.595,1,16,0
3,2,16,1.365,1,1,0
4,2,32,1.365,1,8,0
5,2,16,1.365,1,8,0
6,3,16,0.5575,1,0,4
7,2,16,0.5575,1,8,0
8,3,16,4.595,1,8,0
9,3,16,1.365,1,1,0
10,2,16,0.5575,1,4,0
11,2,32,0.5575,1,0,2
12,2,16,2.98,1,8,0
13,2,32,4.595,1,0,2
14,3,16,0.5575,1,8,0
15,3,16,0.5575,1,0,1
16,2,32,2.98,1,3,0
17,2,16,2.98,1,0,1
18,3,16,0.5575,1,0,2
19,2,32,0.5575,1,3,0
20,3,32,0.5575,1,8,0
21,2,32,0.5575,1,0,8
22,3,32,1.365,1,2,0
23,3,32,1.365,1,16,0
24,3,32,2.98,1,0,8
25,2,32,0.5575,1,8,0
26,3,32,1.365,1,3,0
27,3,16,0.5575,1,0,2
28,2,32,0.5575,1,16,0
29,2,32,0.5575,1,0,3
30,3,16,2.98,1,0,4
31,2,16,0.5575,1,0,8
32,3,16,1.365,1,2,0
33,2,16,0.5575,1,0,2
34,3,32,1.365,1,0,2
35,3,16,6.21,1,0,1
36,3,16,0.5575,1,0,4
37,3,32,2.98,1,16,0
38,2,32,0.5575,1,3,0
39,3,32,0.5575,1,3,0
40,3,16,1.365,1,0,4
41,3,32,0.5575,1,16,0
42,2,32,1.365,1,8,0
43,2,32,0.5575,1,8,0
44,3,32,1.365,1,0,3
45,2,32,2.98,1,0,2
46,3,32,0.5575,1,0,16
47,3,16,0.5575,1,0,1
48,2,32,0.5575,1,3,0
