nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,0,2
2,3,32,1.365,1,8,0
3,3,32,0.5575,1,8,0
4,2,32,0.5575,1,8,0
5,2,32,0.5575,1,16,0
6,2,32,1.365,1,8,0
7,2,32,1.365,1,0,2
8,2,16,1.365,1,8,0
9,3,16,0.5575,1,2,0
10,2,32,1.365,1,0,8
11,3,32,2.98,1,0,16
12,3,32,0.5575,1,0,16
13,3,16,2.98,1,8,0
14,2,32,0.5575,1,0,8
15,3,32,0.5575,1,0,8
16,3,32,2.98,1,0,2
17,3,32,4.595,1,16,0
18,3,32,2.98,1,0,3
19,3,32,4.595,1,16,0
20,2,16,0.5575,1,0,4
21,2,16,1.365,1,2,0
22,2,16,0.5575,1,0,2
23,3,16,2.98,1,0,4
24,2,32,1.365,1,2,0
25,2,16,0.5575,1,4,0
26,2,32,0.5575,1,16,0
27,3,16,6.21,1,4,0
28,3,32,0.5575,1,16,0
29,2,32,0.5575,1,16,0
30,3,32,0.5575,1,3,0
31,2,32,0.5575,1,0,2
32,2,32,0.5575,1,0,3
33,2,32,1.365,1,0,16
34,2,16,0.5575,1,0,2
35,3,16,0.5575,1,2,0
36,2,16,1.365,1,0,1
37,2,16,1.365,1,0,8
38,2,32,2.98,1,0,3
39,3,32,1.365,1,2,0
40,3,32,0.5575,1,2,0
41,3,32,0.5575,1,3,0
42,2,16,0.5575,1,0,1
43,2,32,1.365,1,0,2
44,3,16,0.5575,1,0,1
45,3,16,2.98,1,4,0
46,2,32,0.5575,1,0,3
47,3,32,0.5575,1,0,2
48,3,16,4.595,1,0,1
