nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,0,3
2,2,16,1.365,1,8,0
3,3,16,0.5575,1,4,0
4,2,16,0.5575,1,0,2
5,2,32,2.98,1,2,0
6,3,16,2.98,1,0,8
7,2,32,1.365,1,0,16
8,3,16,2.98,1,4,0
9,3,32,0.5575,1,16,0
10,3,16,1.365,1,0,1
11,2,16,0.5575,1,4,0
12,3,16,0.5575,1,0,8
13,2,16,0.5575,1,8,0
14,3,32,1.365,1,0,8
15,3,16,0.5575,1,1,0
16,2,32,0.5575,1,3,0
17,2,32,1.365,1,2,0
18,3,16,1.365,1,4,0
19,3,16,4.595,1,1,0
20,3,32,1.365,1,0,16
21,2,16,4.595,1,0,2
22,2,32,0.5575,1,0,16
23,3,16,0.5575,1,0,4
24,2,32,1.365,1,0,8
25,2,16,2.98,1,2,0
26,2,16,1.365,1,8,0
27,3,16,1.365,1,1,0
28,2,16,0.5575,1,4,0
29,3,32,0.5575,1,0,3
30,2,16,0.5575,1,1,0
31,2,32,1.365,1,16,0
32,3,16,2.98,1,0,8
33,2,32,0.5575,1,0,8
34,2,32,2.98,1,3,0
35,2,16,1.365,1,0,1
36,3,16,0.5575,1,0,2
37,2,16,0.5575,1,4,0
38,3,32,0.5575,1,3,0
39,2,32,0.5575,1,2,0
40,2,32,0.5575,1,8,0
41,3,16,0.5575,1,0,2
42,2,16,0.5575,1,1,0
43,3,16,6.21,1,8,0
44,3,32,1.365,1,0,2
45,3,32,4.595,1,2,0
46,3,32,0.5575,1,8,0
47,2,16,2.98,1,0,2
48,3,16,0.5575,1,0,2
