nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,6.21,1,0,1
2,2,16,4.595,1,4,0
3,3,16,1.365,1,8,0
4,3,32,4.595,1,16,0
5,2,32,0.5575,1,0,2
6,2,16,1.365,1,4,0
7,2,16,1.365,1,0,2
8,2,32,1.365,1,0,16
9,2,32,0.5575,1,0,16
10,3,32,2.98,1,3,0
11,2,16,1.365,1,0,8
12,2,16,1.365,1,4,0
13,3,32,0.5575,1,8,0
14,2,16,1.365,1,8,0
15,3,32,0.5575,1,0,16
16,3,16,4.595,1,0,2
17,2,16,0.5575,1,1,0
18,2,16,0.5575,1,4,0
19,2,16,0.5575,1,0,1
20,3,32,2.98,1,2,0
21,2,16,0.5575,1,4,0
22,3,32,0.5575,1,2,0
23,2,32,0.5575,1,3,0
24,2,32,1.365,1,0,16
25,2,32,0.5575,1,0,2
26,3,16,0.5575,1,4,0
27,3,16,2.98,1,2,0
28,3,32,0.5575,1,0,8
29,3,16,2.98,1,0,1
30,3,16,2.98,1,1,0
31,3,32,0.5575,1,0,2
32,3,16,2.98,1,4,0
33,3,16,0.5575,1,0,8
34,2,32,1.365,1,0,3
35,2,32,0.5575,1,0,3
36,3,16,0.5575,1,2,0
37,3,32,0.5575,1,0,3
38,3,32,1.365,1,0,8
39,2,32,0.5575,1,0,8
40,3,16,0.5575,1,8,0
41,2,16,1.365,1,2,0
42,3,16,0.5575,1,4,0
43,3,32,0.5575,1,16,0
44,2,16,2.98,1,1,0
45,2,32,0.5575,1,2,0
46,3,32,1.365,1,0,3
47,2,16,1.365,1,0,8
48,2,16,0.5575,1,0,2
