nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,4.595,1,0,2
2,2,32,1.365,1,0,16
3,3,16,2.98,1,8,0
4,2,32,1.365,1,0,3
5,2,32,1.365,1,8,0
6,2,16,2.98,1,2,0
7,3,16,0.5575,1,0,4
8,2,16,1.365,1,0,1
9,2,32,0.5575,1,0,8
10,2,16,1.365,1,2,0
11,2,16,0.5575,1,0,8
12,2,16,1.365,1,1,0
13,3,16,1.365,1,8,0
14,2,16,0.5575,1,2,0
15,2,32,2.98,1,2,0
16,3,32,0.5575,1,2,0
17,2,16,4.595,1,0,4
18,2,16,0.5575,1,4,0
19,3,16,1.365,1,8,0
20,3,32,0.5575,1,16,0
21,3,16,0.5575,1,0,8
22,2,32,0.5575,1,2,0
23,2,32,1.365,1,0,16
24,2,16,1.365,1,0,1
25,3,32,2.98,1,2,0
26,3,32,0.5575,1,0,3
27,2,32,0.5575,1,3,0
28,2,16,1.365,1,8,0
29,3,16,4.595,1,0,2
30,2,16,2.98,1,0,1
31,2,32,2.98,1,3,0
32,3,32,0.5575,1,0,3
33,3,32,1.365,1,3,0
34,3,32,0.5575,1,2,0
35,3,32,0.5575,1,0,2
36,2,32,0.5575,1,0,16
37,3,32,0.5575,1,16,0
38,2,32,0.5575,1,0,8
39,3,32,0.5575,1,0,8
40,3,16,0.5575,1,1,0
41,3,16,0.5575,1,0,2
42,2,16,0.5575,1,8,0
43,3,16,0.5575,1,0,4
44,3,32,6.21,1,8,0
45,3,16,2.98,1,0,1
46,3,32,0.5575,1,0,8
47,3,16,1.365,1,4,0
48,2,32,0.5575,1,8,0
