nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,8
2,3,16,4.595,1,0,1
3,2,32,6.21,1,0,3
4,2,32,0.5575,1,16,0
5,3,16,0.5575,1,0,4
6,2,32,1.365,1,0,16
7,3,16,1.365,1,4,0
8,3,16,1.365,1,0,4
9,2,32,0.5575,1,0,3
10,3,16,0.5575,1,8,0
11,3,16,0.5575,1,8,0
12,2,16,0.5575,1,8,0
13,2,32,0.5575,1,0,3
14,3,16,1.365,1,8,0
15,2,32,0.5575,1,8,0
16,3,16,2.98,1,4,0
17,2,16,0.5575,1,0,1
18,2,32,2.98,1,0,3
19,2,32,0.5575,1,3,0
20,2,16,0.5575,1,2,0
21,2,32,1.365,1,0,2
22,3,32,2.98,1,3,0
23,2,32,1.365,1,0,8
24,3,32,2.98,1,8,0
25,3,32,0.5575,1,3,0
26,3,16,0.5575,1,0,2
27,2,32,0.5575,1,8,0
28,2,32,4.595,1,0,2
29,2,16,0.5575,1,0,4
30,2,32,1.365,1,2,0
31,3,16,1.365,1,0,8
32,3,32,1.365,1,0,8
33,3,32,0.5575,1,0,2
34,2,32,0.5575,1,0,16
35,3,32,0.5575,1,0,2
36,3,32,1.365,1,3,0
37,2,16,0.5575,1,1,0
38,3,16,1.365,1,2,0
39,2,16,2.98,1,0,8
40,2,16,0.5575,1,4,0
41,2,16,2.98,1,0,4
42,2,16,0.5575,1,1,0
43,2,32,0.5575,1,0,16
44,3,16,1.365,1,0,1
45,3,16,0.5575,1,1,0
46,3,32,2.98,1,0,3
47,3,16,4.595,1,1,0
48,3,16,1.365,1,0,8
