nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,8
2,2,16,0.5575,1,0,1
3,3,32,0.5575,1,0,8
4,2,16,0.5575,1,0,2
5,2,32,0.5575,1,16,0
6,3,16,2.98,1,2,0
7,3,16,2.98,1,1,0
8,2,32,0.5575,1,0,16
9,3,32,0.5575,1,3,0
10,3,16,0.5575,1,0,8
11,2,16,0.5575,1,4,0
12,2,32,0.5575,1,0,16
13,3,32,1.365,1,0,16
14,3,16,1.365,1,2,0
15,3,32,1.365,1,8,0
16,3,16,2.98,1,0,4
17,2,16,0.5575,1,4,0
18,3,16,0.5575,1,0,1
19,3,16,1.365,1,0,4
20,2,16,1.365,1,2,0
21,3,32,0.5575,1,8,0
22,3,16,2.98,1,0,2
23,3,32,0.5575,1,16,0
24,2,32,4.595,1,0,2
25,3,32,1.365,1,3,0
26,3,16,1.365,1,1,0
27,2,32,2.98,1,0,2
28,2,16,1.365,1,0,8
29,2,16,1.365,1,2,0
30,3,16,0.5575,1,1,0
31,3,16,1.365,1,0,1
32,2,16,2.98,1,0,2
33,3,32,4.595,1,0,16
34,3,32,4.595,1,8,0
35,3,32,0.5575,1,0,2
36,3,32,0.5575,1,3,0
37,2,32,6.21,1,0,16
38,2,32,0.5575,1,3,0
39,3,32,1.365,1,0,16
40,3,32,0.5575,1,16,0
41,2,32,0.5575,1,0,16
42,2,16,1.365,1,0,4
43,2,16,0.5575,1,1,0
44,2,32,0.5575,1,8,0
45,2,32,1.365,1,0,3
46,2,16,0.5575,1,0,1
47,2,32,0.5575,1,0,8
48,2,32,2.98,1,0,2
