nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,2
2,3,32,0.5575,1,8,0
3,2,16,2.98,1,1,0
4,2,32,0.5575,1,16,0
5,3,32,0.5575,1,0,16
6,2,32,1.365,1,2,0
7,2,32,4.595,1,0,16
8,3,32,6.21,1,0,3
9,3,32,1.365,1,2,0
10,2,32,0.5575,1,0,16
11,2,16,0.5575,1,2,0
12,2,32,2.98,1,0,3
13,3,16,1.365,1,0,8
14,2,16,0.5575,1,8,0
15,2,16,1.365,1,1,0
16,2,32,0.5575,1,2,0
17,3,32,2.98,1,8,0
18,2,16,0.5575,1,0,4
19,2,16,0.5575,1,0,2
20,2,32,2.98,1,0,3
21,2,32,1.365,1,8,0
22,2,16,1.365,1,4,0
23,2,16,2.98,1,0,4
24,3,32,0.5575,1,8,0
25,3,32,0.5575,1,3,0
26,3,32,0.5575,1,16,0
27,3,16,1.365,1,2,0
28,3,32,1.365,1,8,0
29,2,16,1.365,1,0,1
30,2,16,0.5575,1,8,0
31,3,16,1.365,1,1,0
32,3,32,1.365,1,2,0
33,2,16,0.5575,1,2,0
34,3,32,1.365,1,0,2
35,3,16,1.365,1,0,4
36,3,16,4.595,1,0,2
37,2,16,0.5575,1,0,2
38,2,32,2.98,1,0,8
39,2,32,0.5575,1,0,2
40,3,32,4.595,1,0,2
41,2,32,0.5575,1,16,0
42,3,16,0.5575,1,0,1
43,2,16,0.5575,1,0,4
44,3,32,0.5575,1,0,3
45,3,16,0.5575,1,0,8
46,3,16,0.5575,1,0,8
47,3,32,0.5575,1,16,0
48,3,32,2.98,1,0,8
