nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,2,0
2,3,16,0.5575,1,1,0
3,2,16,1.365,1,8,0
4,3,32,1.365,1,3,0
5,3,16,0.5575,1,4,0
6,2,32,2.98,1,0,3
7,2,32,2.98,1,0,16
8,3,16,0.5575,1,1,0
9,3,16,0.5575,1,4,0
10,3,16,0.5575,1,8,0
11,2,16,1.365,1,0,4
12,2,16,0.5575,1,1,0
13,3,32,4.595,1,0,16
14,2,32,0.5575,1,0,16
15,3,16,0.5575,1,4,0
16,3,16,1.365,1,2,0
17,3,16,0.5575,1,4,0
18,2,16,2.98,1,0,4
19,3,16,2.98,1,2,0
20,2,16,0.5575,1,4,0
21,2,16,0.5575,1,2,0
22,2,16,0.5575,1,0,1
23,3,16,0.5575,1,0,8
24,3,16,1.365,1,1,0
25,3,32,0.5575,1,0,2
26,3,32,1.365,1,0,16
27,3,16,1.365,1,4,0
28,2,16,4.595,1,0,2
29,2,32,0.5575,1,2,0
30,3,16,0.5575,1,2,0
31,2,16,1.365,1,4,0
32,2,32,1.365,1,2,0
33,3,16,2.98,1,0,4
34,3,32,2.98,1,0,2
35,3,16,1.365,1,0,2
36,2,16,4.595,1,1,0
37,3,16,0.5575,1,0,8
38,3,32,0.5575,1,0,2
39,3,32,6.21,1,0,3
40,2,32,0.5575,1,0,16
41,2,16,0.5575,1,1,0
42,3,16,1.365,1,8,0
43,2,32,0.5575,1,0,3
44,2,16,0.5575,1,0,4
45,2,32,1.365,1,0,3
46,2,32,0.5575,1,16,0
47,2,32,1.365,1,8,0
48,2,32,2.98,1,0,16
