nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,16,0
2,3,16,4.595,1,8,0
3,2,32,0.5575,1,16,0
4,2,16,1.365,1,0,4
5,3,16,0.5575,1,0,1
6,2,32,2.98,1,0,16
7,3,32,2.98,1,3,0
8,3,32,1.365,1,8,0
9,3,32,1.365,1,16,0
10,2,16,4.595,1,8,0
11,2,32,0.5575,1,0,2
12,3,16,1.365,1,0,4
13,3,16,0.5575,1,1,0
14,3,32,1.365,1,2,0
15,3,32,4.595,1,8,0
16,2,16,0.5575,1,4,0
17,3,32,0.5575,1,3,0
18,2,16,0.5575,1,1,0
19,2,32,0.5575,1,3,0
20,2,32,0.5575,1,3,0
21,2,16,1.365,1,8,0
22,2,16,1.365,1,1,0
23,3,32,1.365,1,0,16
24,2,16,0.5575,1,2,0
25,2,16,0.5575,1,8,0
26,3,32,2.98,1,2,0
27,3,32,0.5575,1,0,8
28,2,16,0.5575,1,4,0
29,3,16,0.5575,1,8,0
30,3,32,1.365,1,2,0
31,2,16,0.5575,1,0,1
32,3,16,2.98,1,0,8
33,3,16,0.5575,1,2,0
34,2,32,2.98,1,8,0
35,3,32,1.365,1,0,8
36,2,32,2.98,1,8,0
37,2,16,2.98,1,2,0
38,2,32,0.5575,1,0,8
39,2,32,0.5575,1,2,0
40,2,32,1.365,1,3,0
41,3,32,0.5575,1,3,0
42,3,16,1.365,1,1,0
43,2,16,1.365,1,0,8
44,2,16,0.5575,1,1,0
45,2,16,0.5575,1,0,2
46,3,32,6.21,1,0,3
47,3,16,0.5575,1,0,4
48,3,32,0.5575,1,0,3
