nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,2,0
2,2,32,1.365,1,0,2
3,2,16,1.365,1,0,8
4,2,32,4.595,1,0,8
5,2,32,2.98,1,3,0
6,3,16,0.5575,1,0,1
7,2,16,0.5575,1,8,0
8,2,32,0.5575,1,0,3
9,3,32,0.5575,1,0,8
10,2,32,0.5575,1,16,0
11,3,16,0.5575,1,8,0
12,3,32,1.365,1,8,0
13,2,32,1.365,1,8,0
14,2,32,4.595,1,0,3
15,3,32,2.98,1,2,0
16,2,32,0.5575,1,0,3
17,2,16,0.5575,1,1,0
18,2,32,0.5575,1,0,8
19,3,32,1.365,1,16,0
20,3,32,0.5575,1,8,0
21,3,32,1.365,1,0,8
22,3,32,2.98,1,0,2
23,3,32,1.365,1,16,0
24,2,16,0.5575,1,1,0
25,2,16,0.5575,1,0,1
26,2,16,0.5575,1,0,2
27,3,16,2.98,1,8,0
28,3,16,0.5575,1,2,0
29,3,32,0.5575,1,2,0
30,2,16,0.5575,1,4,0
31,3,32,0.5575,1,0,16
32,3,16,0.5575,1,8,0
33,3,32,2.98,1,0,8
34,2,16,0.5575,1,0,8
35,3,16,1.365,1,2,0
36,2,16,0.5575,1,8,0
37,3,16,2.98,1,1,0
38,2,32,1.365,1,2,0
39,3,32,0.5575,1,0,3
40,3,32,1.365,1,3,0
41,3,32,6.21,1,0,2
42,2,32,1.365,1,16,0
43,3,16,0.5575,1,0,2
44,2,32,4.595,1,0,8
45,3,32,2.98,1,0,8
46,2,32,1.365,1,8,0
47,2,16,0.5575,1,0,1
48,3,16,0.5575,1,2,0
