nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,0,8
2,2,16,1.365,1,8,0
3,2,16,0.5575,1,0,4
4,2,32,0.5575,1,2,0
5,2,32,0.5575,1,0,16
6,2,16,2.98,1,0,1
7,2,16,4.595,1,0,2
8,2,16,0.5575,1,1,0
9,3,32,0.5575,1,2,0
10,3,32,0.5575,1,0,8
11,3,32,0.5575,1,0,8
12,2,32,1.365,1,0,16
13,2,32,0.5575,1,3,0
14,3,32,0.5575,1,8,0
15,3,32,0.5575,1,0,16
16,3,32,2.98,1,0,2
17,3,16,1.365,1,0,1
18,3,32,1.365,1,3,0
19,3,32,0.5575,1,0,3
20,3,16,2.98,1,8,0
21,3,16,1.365,1,0,1
22,3,16,0.5575,1,0,2
23,2,16,1.365,1,0,4
24,3,32,0.5575,1,2,0
25,3,16,1.365,1,0,2
26,3,16,1.365,1,0,8
27,2,32,0.5575,1,2,0
28,3,32,1.365,1,0,16
29,2,16,0.5575,1,0,4
30,3,32,6.21,1,3,0
31,2,32,0.5575,1,0,3
32,3,32,0.5575,1,0,16
33,2,32,2.98,1,16,0
34,3,16,0.5575,1,0,4
35,2,32,2.98,1,16,0
36,2,32,0.5575,1,0,3
37,2,16,1.365,1,2,0
38,2,32,1.365,1,16,0
39,2,16,0.5575,1,0,1
40,3,16,0.5575,1,4,0
41,2,16,0.5575,1,0,4
42,3,16,2.98,1,0,2
43,3,32,0.5575,1,8,0
44,2,16,2.98,1,0,2
45,2,16,0.5575,1,0,1
46,2,16,1.365,1,4,0
47,3,32,4.595,1,0,16
48,3,16,4.595,1,0,1
