nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,1,0
2,3,32,0.5575,1,0,8
3,3,16,2.98,1,1,0
4,3,16,2.98,1,0,4
5,2,16,0.5575,1,2,0
6,3,32,0.5575,1,3,0
7,2,32,0.5575,1,3,0
8,3,32,1.365,1,3,0
9,3,32,4.595,1,2,0
10,3,16,4.595,1,0,1
11,2,16,0.5575,1,2,0
12,3,32,2.98,1,0,16
13,2,32,1.365,1,8,0
14,3,16,0.5575,1,0,4
15,3,16,0.5575,1,0,4
16,2,16,0.5575,1,8,0
17,2,32,6.21,1,0,2
18,2,16,0.5575,1,0,8
19,2,32,1.365,1,0,3
20,2,32,1.365,1,2,0
21,2,32,0.5575,1,0,8
22,3,16,0.5575,1,1,0
23,3,16,2.98,1,0,4
24,3,16,1.365,1,0,8
25,2,16,4.595,1,0,8
26,2,32,1.365,1,2,0
27,3,16,1.365,1,1,0
28,3,16,0.5575,1,2,0
29,3,32,0.5575,1,16,0
30,3,32,1.365,1,0,16
31,3,32,2.98,1,0,16
32,2,16,0.5575,1,0,4
33,3,16,0.5575,1,2,0
34,2,32,1.365,1,16,0
35,3,32,0.5575,1,0,3
36,2,32,0.5575,1,0,16
37,2,16,0.5575,1,0,4
38,3,32,0.5575,1,0,3
39,2,32,0.5575,1,16,0
40,2,32,1.365,1,0,2
41,3,32,1.365,1,0,2
42,3,16,0.5575,1,8,0
43,2,32,0.5575,1,0,2
44,2,16,0.5575,1,0,4
45,2,32,0.5575,1,3,0
46,2,32,2.98,1,8,0
47,2,16,1.365,1,2,0
48,3,16,2.98,1,4,0
