nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,8
2,2,16,1.365,1,0,8
3,3,16,0.5575,1,0,2
4,3,16,0.5575,1,0,8
5,2,16,0.5575,1,0,8
6,2,16,0.5575,1,4,0
7,3,16,4.595,1,0,4
8,2,16,1.365,1,0,2
9,3,32,0.5575,1,3,0
10,3,32,0.5575,1,0,16
11,3,16,0.5575,1,0,1
12,2,32,0.5575,1,0,2
13,2,32,0.5575,1,0,3
14,3,32,0.5575,1,0,16
15,3,16,0.5575,1,1,0
16,3,16,2.98,1,4,0
17,2,16,0.5575,1,0,8
18,2,16,0.5575,1,0,2
19,2,32,2.98,1,2,0
20,3,32,2.98,1,3,0
21,3,32,1.365,1,0,2
22,2,16,0.5575,1,0,8
23,3,16,0.5575,1,2,0
24,2,32,0.5575,1,0,2
25,2,32,1.365,1,2,0
26,3,16,1.365,1,0,4
27,3,16,0.5575,1,2,0
28,2,16,1.365,1,8,0
29,3,32,1.365,1,0,2
30,2,32,0.5575,1,2,0
31,2,16,6.21,1,0,2
32,2,16,1.365,1,2,0
33,3,16,4.595,1,0,1
34,3,32,0.5575,1,0,8
35,3,32,2.98,1,16,0
36,2,32,0.5575,1,8,0
37,2,32,0.5575,1,0,8
38,2,16,2.98,1,0,8
39,2,32,0.5575,1,3,0
40,3,32,4.595,1,16,0
41,2,32,1.365,1,8,0
42,2,32,0.5575,1,0,2
43,3,32,1.365,1,3,0
44,3,16,1.365,1,4,0
45,2,32,1.365,1,8,0
46,2,16,2.98,1,4,0
47,3,16,0.5575,1,8,0
48,3,32,2.98,1,2,0
