nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,2.98,1,0,8
2,2,32,1.365,1,0,2
3,3,16,1.365,1,0,2
4,3,32,0.5575,1,0,8
5,2,32,1.365,1,16,0
6,2,32,0.5575,1,0,16
7,3,32,4.595,1,8,0
8,2,32,1.365,1,8,0
9,3,32,0.5575,1,2,0
10,3,16,6.21,1,0,2
11,2,16,1.365,1,2,0
12,3,32,0.5575,1,0,16
13,3,32,0.5575,1,0,3
14,2,16,0.5575,1,0,1
15,3,32,0.5575,1,2,0
16,3,16,0.5575,1,0,8
17,2,16,0.5575,1,0,1
18,2,32,2.98,1,8,0
19,2,32,0.5575,1,0,2
20,2,32,0.5575,1,0,2
21,3,16,0.5575,1,0,8
22,2,32,0.5575,1,2,0
23,2,16,1.365,1,4,0
24,2,32,2.98,1,3,0
25,2,16,2.98,1,4,0
26,2,16,2.98,1,0,2
27,2,32,1.365,1,0,3
28,2,32,0.5575,1,0,8
29,3,32,2.98,1,2,0
30,3,32,1.365,1,0,8
31,2,16,0.5575,1,8,0
32,2,32,1.365,1,16,0
33,2,16,4.595,1,0,8
34,3,16,0.5575,1,0,1
35,3,32,0.5575,1,3,0
36,3,32,0.5575,1,0,8
37,3,16,1.365,1,0,8
38,2,16,1.365,1,0,2
39,3,32,2.98,1,0,16
40,3,16,0.5575,1,0,8
41,3,32,0.5575,1,2,0
42,2,32,1.365,1,16,0
43,3,16,1.365,1,4,0
44,2,32,0.5575,1,0,3
45,3,16,0.5575,1,2,0
46,3,16,4.595,1,2,0
47,3,16,0.5575,1,4,0
48,3,32,0.5575,1,2,0
