nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,1,0
2,3,32,0.5575,1,3,0
3,2,32,0.5575,1,16,0
4,2,16,1.365,1,8,0
5,2,32,1.365,1,8,0
6,2,16,0.5575,1,4,0
7,2,16,0.5575,1,1,0
8,2,16,2.98,1,0,1
9,3,32,1.365,1,0,3
10,2,16,0.5575,1,1,0
11,3,32,2.98,1,0,8
12,2,16,2.98,1,0,2
13,2,16,0.5575,1,4,0
14,3,32,1.365,1,0,16
15,2,32,2.98,1,0,8
16,3,32,1.365,1,0,2
17,3,16,0.5575,1,4,0
18,2,32,1.365,1,3,0
19,2,32,0.5575,1,3,0
20,2,32,1.365,1,3,0
21,3,16,0.5575,1,8,0
22,2,32,0.5575,1,2,0
23,2,16,4.595,1,4,0
24,3,32,1.365,1,8,0
25,3,16,0.5575,1,0,2
26,3,32,0.5575,1,2,0
27,2,16,2.98,1,0,8
28,3,32,4.595,1,0,2
29,3,32,4.595,1,0,3
30,3,32,0.5575,1,0,8
31,3,32,0.5575,1,2,0
32,2,16,0.5575,1,0,4
33,3,32,0.5575,1,2,0
34,3,32,2.98,1,0,3
35,3,32,0.5575,1,0,16
36,3,16,1.365,1,2,0
37,3,32,0.5575,1,8,0
38,2,32,2.98,1,2,0
39,2,32,0.5575,1,0,3
40,3,32,0.5575,1,16,0
41,2,32,1.365,1,0,3
42,2,16,1.365,1,0,8
43,2,32,0.5575,1,0,16
44,2,32,0.5575,1,0,16
45,3,32,0.5575,1,0,16
46,2,32,1.365,1,0,2
47,3,32,1.365,1,8,0
48,3,32,6.21,1,0,16
