nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,2
2,3,32,0.5575,1,0,8
3,3,16,0.5575,1,0,8
4,2,16,1.365,1,0,8
5,3,32,0.5575,1,0,16
6,2,32,0.5575,1,0,16
7,3,16,0.5575,1,1,0
8,2,16,2.98,1,0,2
9,3,32,2.98,1,3,0
10,3,32,1.365,1,8,0
11,2,32,4.595,1,0,2
12,2,16,0.5575,1,0,2
13,3,16,0.5575,1,0,4
14,3,16,0.5575,1,0,2
15,3,16,0.5575,1,1,0
16,3,16,1.365,1,1,0
17,3,32,0.5575,1,16,0
18,2,32,0.5575,1,0,2
19,2,32,0.5575,1,0,2
20,3,32,2.98,1,2,0
21,2,16,4.595,1,0,4
22,2,16,0.5575,1,4,0
23,2,16,1.365,1,4,0
24,2,32,1.365,1,16,0
25,3,16,2.98,1,0,4
26,3,16,0.5575,1,0,4
27,2,32,1.365,1,0,3
28,3,32,2.98,1,2,0
29,2,16,1.365,1,8,0
30,2,16,0.5575,1,4,0
31,2,16,2.98,1,2,0
32,2,16,0.5575,1,8,0
33,3,32,1.365,1,0,3
34,3,32,0.5575,1,0,3
35,3,32,6.21,1,0,16
36,3,16,1.365,1,8,0
37,2,32,0.5575,1,3,0
38,2,32,2.98,1,2,0
39,3,32,0.5575,1,0,3
40,2,16,0.5575,1,0,8
41,2,16,1.365,1,1,0
42,2,32,1.365,1,0,8
43,3,32,0.5575,1,3,0
44,3,32,1.365,1,0,16
45,3,16,0.5575,1,0,4
46,2,32,0.5575,1,8,0
47,2,32,0.5575,1,0,3
48,2,16,4.595,1,0,1
