nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,3,0
2,2,32,0.5575,1,2,0
3,3,16,0.5575,1,0,2
4,2,16,0.5575,1,8,0
5,3,32,0.5575,1,8,0
6,3,16,2.98,1,0,2
7,3,16,2.98,1,2,0
8,2,32,0.5575,1,3,0
9,3,32,0.5575,1,0,2
10,2,16,6.21,1,1,0
11,2,32,0.5575,1,0,3
12,2,32,2.98,1,0,16
13,3,32,0.5575,1,16,0
14,3,32,1.365,1,2,0
15,2,16,4.595,1,0,8
16,2,16,2.98,1,0,4
17,2,16,0.5575,1,0,8
18,2,32,1.365,1,2,0
19,3,32,0.5575,1,8,0
20,3,16,0.5575,1,8,0
21,2,32,0.5575,1,8,0
22,3,16,0.5575,1,8,0
23,3,32,0.5575,1,2,0
24,3,32,2.98,1,8,0
25,2,32,0.5575,1,8,0
26,2,32,0.5575,1,3,0
27,3,16,0.5575,1,4,0
28,2,32,1.365,1,8,0
29,3,32,1.365,1,0,16
30,3,16,1.365,1,0,2
31,2,16,4.595,1,2,0
32,2,16,4.595,1,1,0
33,2,16,0.5575,1,8,0
34,3,32,0.5575,1,0,16
35,2,32,0.5575,1,8,0
36,2,32,1.365,1,3,0
37,3,32,0.5575,1,0,16
38,2,32,1.365,1,0,16
39,2,16,0.5575,1,0,1
40,2,32,1.365,1,0,8
41,3,32,0.5575,1,8,0
42,2,32,0.5575,1,2,0
43,3,16,1.365,1,1,0
44,3,16,2.98,1,0,4
45,3,16,1.365,1,1,0
46,3,32,1.365,1,0,2
47,3,32,1.365,1,0,3
48,3,16,2.98,1,0,2
