nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,2,0
2,3,16,0.5575,1,1,0
3,2,16,1.365,1,0,4
4,3,16,4.595,1,8,0
5,3,32,0.5575,1,8,0
6,2,16,2.98,1,0,8
7,2,32,0.5575,1,16,0
8,3,32,1.365,1,8,0
9,3,32,0.5575,1,0,16
10,2,16,0.5575,1,4,0
11,2,16,1.365,1,1,0
12,2,32,0.5575,1,16,0
13,3,16,0.5575,1,1,0
14,3,16,6.21,1,0,8
15,2,32,1.365,1,0,3
16,3,16,0.5575,1,4,0
17,2,16,0.5575,1,8,0
18,3,32,1.365,1,0,2
19,2,16,2.98,1,1,0
20,3,16,2.98,1,0,8
21,3,32,1.365,1,0,16
22,2,32,2.98,1,0,8
23,3,32,1.365,1,8,0
24,2,16,0.5575,1,2,0
25,2,16,0.5575,1,1,0
26,3,32,0.5575,1,3,0
27,3,32,4.595,1,0,3
28,3,16,1.365,1,0,2
29,2,16,1.365,1,8,0
30,2,32,2.98,1,3,0
31,3,32,0.5575,1,8,0
32,2,32,0.5575,1,0,3
33,3,32,0.5575,1,0,3
34,2,32,0.5575,1,8,0
35,2,16,0.5575,1,0,2
36,2,32,0.5575,1,2,0
37,3,16,1.365,1,1,0
38,2,16,1.365,1,4,0
39,2,32,1.365,1,3,0
40,3,32,0.5575,1,8,0
41,2,16,0.5575,1,0,4
42,3,16,2.98,1,0,2
43,2,16,4.595,1,1,0
44,3,16,0.5575,1,1,0
45,3,32,2.98,1,16,0
46,3,32,0.5575,1,0,2
47,3,16,0.5575,1,0,2
48,2,16,1.365,1,8,0
