nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,0,4
2,2,32,0.5575,1,16,0
3,2,32,0.5575,1,8,0
4,2,16,0.5575,1,2,0
5,3,32,0.5575,1,0,3
6,3,16,0.5575,1,2,0
7,3,32,0.5575,1,0,8
8,2,16,1.365,1,0,2
9,2,32,0.5575,1,0,2
10,3,32,1.365,1,0,16
11,2,16,1.365,1,4,0
12,3,16,0.5575,1,0,1
13,3,32,6.21,1,0,16
14,2,16,2.98,1,1,0
15,3,16,0.5575,1,8,0
16,3,32,0.5575,1,8,0
17,3,16,0.5575,1,2,0
18,3,32,0.5575,1,0,2
19,3,32,0.5575,1,16,0
20,3,32,2.98,1,0,3
21,2,16,2.98,1,0,8
22,2,32,1.365,1,3,0
23,2,32,0.5575,1,0,3
24,2,32,0.5575,1,0,8
25,3,32,0.5575,1,2,0
26,2,16,0.5575,1,0,4
27,2,32,0.5575,1,2,0
28,3,16,1.365,1,0,2
29,3,32,1.365,1,0,2
30,2,32,2.98,1,0,16
31,2,16,2.98,1,0,2
32,2,32,1.365,1,2,0
33,2,32,0.5575,1,8,0
34,2,16,4.595,1,8,0
35,2,16,0.5575,1,8,0
36,3,16,4.595,1,0,1
37,3,16,0.5575,1,8,0
38,2,32,1.365,1,8,0
39,3,32,2.98,1,8,0
40,3,16,0.5575,1,0,2
41,3,16,1.365,1,8,0
42,3,16,2.98,1,0,4
43,2,16,1.365,1,8,0
44,3,16,1.365,1,4,0
45,2,32,0.5575,1,0,3
46,2,16,0.5575,1,0,1
47,3,32,4.595,1,2,0
48,2,32,1.365,1,2,0
