nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,0.5575,1,3,0
2,3,32,0.5575,1,16,0
3,3,32,0.5575,1,0,3
4,3,32,0.5575,1,16,0
5,3,16,1.365,1,0,1
6,3,16,0.5575,1,2,0
7,2,32,0.5575,1,3,0
8,3,16,2.98,1,1,0
9,2,32,6.21,1,2,0
10,2,32,1.365,1,0,3
11,2,32,2.98,1,0,16
12,3,16,0.5575,1,0,4
13,2,32,1.365,1,8,0
14,3,16,1.365,1,0,4
15,2,32,4.595,1,8,0
16,2,32,0.5575,1,2,0
17,3,32,0.5575,1,0,8
18,3,32,1.365,1,0,8
19,2,16,1.365,1,2,0
20,3,32,1.365,1,8,0
21,2,32,0.5575,1,0,3
22,3,32,1.365,1,0,2
23,2,16,2.98,1,0,1
24,2,32,0.5575,1,3,0
25,3,16,1.365,1,0,8
26,2,32,0.5575,1,0,8
27,2,16,0.5575,1,0,1
28,2,16,1.365,1,0,8
29,2,32,0.5575,1,2,0
30,2,32,1.365,1,0,8
31,3,16,4.595,1,1,0
32,2,32,0.5575,1,3,0
33,3,16,2.98,1,4,0
34,2,16,4.595,1,4,0
35,2,32,0.5575,1,0,2
36,3,16,2.98,1,8,0
37,3,32,0.5575,1,0,3
38,3,32,0.5575,1,0,2
39,2,32,2.98,1,16,0
40,3,16,2.98,1,0,2
41,3,16,0.5575,1,0,8
42,2,16,0.5575,1,8,0
43,2,32,1.365,1,0,16
44,3,32,0.5575,1,2,0
45,3,16,0.5575,1,0,2
46,2,32,1.365,1,0,8
47,2,16,0.5575,1,0,8
48,3,16,0.5575,1,0,8
