nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,1.365,1,16,0
2,2,16,1.365,1,2,0
3,2,16,4.595,1,2,0
4,3,32,0.5575,1,0,8
5,2,32,0.5575,1,0,16
6,2,32,0.5575,1,2,0
7,3,16,0.5575,1,0,4
8,3,32,0.5575,1,3,0
9,3,32,0.5575,1,0,2
10,2,32,1.365,1,0,2
11,2,16,4.595,1,4,0
12,2,32,2.98,1,0,8
13,2,32,0.5575,1,0,8
14,2,16,0.5575,1,0,4
15,2,16,0.5575,1,0,1
16,3,32,0.5575,1,0,3
17,3,16,0.5575,1,1,0
18,3,32,0.5575,1,8,0
19,2,16,1.365,1,0,2
20,2,32,1.365,1,8,0
21,2,32,1.365,1,0,2
22,2,16,1.365,1,8,0
23,2,16,0.5575,1,8,0
24,3,16,0.5575,1,0,2
25,3,32,1.365,1,0,16
26,3,16,0.5575,1,0,8
27,3,16,2.98,1,0,8
28,3,16,1.365,1,0,1
29,3,32,0.5575,1,3,0
30,2,32,2.98,1,0,2
31,3,32,1.365,1,16,0
32,2,16,0.5575,1,0,2
33,2,32,2.98,1,0,3
34,3,32,0.5575,1,2,0
35,3,32,4.595,1,16,0
36,2,16,0.5575,1,0,2
37,3,16,1.365,1,8,0
38,3,32,6.21,1,0,8
39,3,32,2.98,1,2,0
40,2,16,0.5575,1,0,8
41,3,32,0.5575,1,0,8
42,2,16,2.98,1,8,0
43,3,32,2.98,1,0,3
44,3,16,0.5575,1,4,0
45,3,32,1.365,1,2,0
46,2,16,0.5575,1,4,0
47,2,32,1.365,1,2,0
48,3,32,0.5575,1,0,3
