nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,0,1
2,2,16,0.5575,1,1,0
3,3,32,1.365,1,8,0
4,3,32,0.5575,1,0,2
5,3,16,2.98,1,2,0
6,2,16,0.5575,1,0,2
7,2,32,2.98,1,16,0
8,3,16,0.5575,1,0,8
9,2,16,0.5575,1,1,0
10,2,16,4.595,1,0,2
11,3,32,0.5575,1,0,8
12,3,16,2.98,1,0,2
13,3,32,1.365,1,0,2
14,3,16,2.98,1,1,0
15,2,16,6.21,1,4,0
16,3,32,1.365,1,16,0
17,2,16,1.365,1,0,4
18,3,16,1.365,1,1,0
19,2,16,0.5575,1,0,8
20,2,16,4.595,1,8,0
21,2,16,0.5575,1,8,0
22,2,16,2.98,1,0,2
23,2,32,0.5575,1,0,2
24,3,16,0.5575,1,8,0
25,3,32,0.5575,1,0,2
26,2,16,0.5575,1,0,2
27,2,16,1.365,1,0,4
28,3,32,0.5575,1,0,16
29,3,16,1.365,1,0,2
30,2,16,0.5575,1,2,0
31,3,16,4.595,1,1,0
32,3,32,0.5575,1,0,16
33,2,16,2.98,1,0,8
34,3,16,0.5575,1,4,0
35,3,32,0.5575,1,0,8
36,2,32,0.5575,1,16,0
37,3,16,0.5575,1,0,2
38,3,16,1.365,1,2,0
39,2,32,2.98,1,0,8
40,2,16,0.5575,1,1,0
41,3,16,0.5575,1,0,4
42,3,16,1.365,1,0,8
43,2,32,0.5575,1,3,0
44,2,16,1.365,1,1,0
45,2,32,1.365,1,8,0
46,2,32,0.5575,1,8,0
47,3,32,1.365,1,8,0
48,3,32,0.5575,1,0,3
