nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,4
2,2,16,0.5575,1,0,1
3,3,32,0.5575,1,0,16
4,3,16,0.5575,1,0,2
5,2,32,1.365,1,2,0
6,3,32,0.5575,1,3,0
7,2,32,4.595,1,8,0
8,3,16,1.365,1,0,2
9,3,16,0.5575,1,2,0
10,2,16,0.5575,1,0,8
11,2,16,0.5575,1,2,0
12,2,32,2.98,1,3,0
13,3,32,2.98,1,8,0
14,3,32,1.365,1,8,0
15,2,32,2.98,1,8,0
16,2,32,0.5575,1,0,16
17,2,32,0.5575,1,0,16
18,3,16,0.5575,1,2,0
19,2,16,0.5575,1,4,0
20,3,32,1.365,1,0,16
21,3,16,0.5575,1,1,0
22,2,16,2.98,1,0,4
23,2,16,1.365,1,0,2
24,2,32,4.595,1,0,16
25,3,16,0.5575,1,1,0
26,3,16,4.595,1,8,0
27,2,16,1.365,1,1,0
28,3,32,0.5575,1,8,0
29,3,32,0.5575,1,8,0
30,3,16,1.365,1,1,0
31,2,32,1.365,1,16,0
32,3,16,0.5575,1,0,8
33,2,32,0.5575,1,3,0
34,3,16,0.5575,1,8,0
35,3,16,2.98,1,4,0
36,3,32,1.365,1,3,0
37,2,16,1.365,1,0,8
38,2,32,6.21,1,8,0
39,3,16,1.365,1,0,1
40,3,16,0.5575,1,8,0
41,2,16,0.5575,1,1,0
42,3,32,2.98,1,8,0
43,2,16,0.5575,1,2,0
44,2,16,0.5575,1,1,0
45,3,32,2.98,1,0,2
46,3,32,0.5575,1,2,0
47,2,16,1.365,1,0,1
48,2,16,1.365,1,2,0
