nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,4.595,1,0,3
2,2,32,0.5575,1,0,2
3,2,32,2.98,1,16,0
4,3,16,0.5575,1,1,0
5,3,16,0.5575,1,0,8
6,2,32,4.595,1,0,2
7,2,16,2.98,1,8,0
8,2,16,1.365,1,0,4
9,3,32,0.5575,1,8,0
10,3,16,0.5575,1,0,1
11,3,32,1.365,1,3,0
12,3,16,0.5575,1,4,0
13,3,16,2.98,1,0,4
14,2,16,0.5575,1,8,0
15,2,32,0.5575,1,0,8
16,3,32,0.5575,1,8,0
17,2,32,1.365,1,0,3
18,2,32,0.5575,1,0,8
19,3,32,6.21,1,0,8
20,2,16,1.365,1,0,1
21,3,32,0.5575,1,0,3
22,3,32,1.365,1,0,2
23,3,16,4.595,1,1,0
24,3,32,2.98,1,8,0
25,3,32,1.365,1,3,0
26,2,32,1.365,1,2,0
27,3,16,1.365,1,0,8
28,3,32,1.365,1,0,2
29,3,16,2.98,1,0,2
30,3,16,0.5575,1,0,8
31,3,32,1.365,1,0,16
32,2,16,0.5575,1,0,2
33,2,32,0.5575,1,16,0
34,2,32,0.5575,1,3,0
35,3,32,0.5575,1,3,0
36,2,32,2.98,1,3,0
37,2,32,0.5575,1,0,8
38,3,16,1.365,1,8,0
39,3,16,0.5575,1,2,0
40,2,16,0.5575,1,0,4
41,3,32,1.365,1,16,0
42,2,32,1.365,1,2,0
43,2,16,0.5575,1,0,1
44,3,16,0.5575,1,1,0
45,2,32,0.5575,1,0,3
46,2,32,0.5575,1,0,16
47,2,32,2.98,1,0,16
48,2,16,0.5575,1,0,4
