nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,8
2,2,32,1.365,1,0,2
3,3,32,2.98,1,0,2
4,3,32,0.5575,1,16,0
5,3,32,2.98,1,0,3
6,2,16,6.21,1,4,0
7,3,32,0.5575,1,3,0
8,2,16,1.365,1,0,1
9,3,32,0.5575,1,16,0
10,2,16,0.5575,1,0,1
11,3,16,0.5575,1,4,0
12,2,16,0.5575,1,0,2
13,2,32,2.98,1,0,16
14,3,32,0.5575,1,0,2
15,2,32,1.365,1,0,3
16,3,16,0.5575,1,1,0
17,3,32,0.5575,1,16,0
18,2,32,1.365,1,8,0
19,2,32,0.5575,1,16,0
20,3,32,1.365,1,3,0
21,3,32,2.98,1,2,0
22,2,32,4.595,1,0,2
23,2,32,0.5575,1,3,0
24,2,32,0.5575,1,0,2
25,2,16,1.365,1,0,2
26,3,32,0.5575,1,0,8
27,2,32,1.365,1,0,3
28,3,32,1.365,1,0,2
29,2,16,0.5575,1,4,0
30,3,16,0.5575,1,0,4
31,3,16,1.365,1,0,1
32,3,32,2.98,1,0,3
33,2,16,0.5575,1,0,1
34,2,32,0.5575,1,0,8
35,2,32,1.365,1,0,3
36,2,32,4.595,1,0,8
37,3,16,4.595,1,2,0
38,2,32,1.365,1,0,8
39,2,16,1.365,1,8,0
40,3,16,2.98,1,0,4
41,3,32,0.5575,1,16,0
42,3,32,0.5575,1,3,0
43,2,16,2.98,1,8,0
44,3,16,0.5575,1,8,0
45,3,16,1.365,1,0,4
46,2,16,0.5575,1,8,0
47,3,32,0.5575,1,16,0
48,3,16,0.5575,1,0,4
