nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,2
2,3,16,0.5575,1,4,0
3,2,16,0.5575,1,8,0
4,3,16,0.5575,1,0,1
5,2,16,2.98,1,0,1
6,3,32,1.365,1,0,16
7,3,32,4.595,1,3,0
8,2,32,0.5575,1,3,0
9,3,32,2.98,1,8,0
10,3,32,1.365,1,2,0
11,3,16,0.5575,1,2,0
12,2,32,4.595,1,8,0
13,3,32,1.365,1,16,0
14,2,32,1.365,1,3,0
15,2,32,2.98,1,0,2
16,2,16,4.595,1,0,8
17,3,16,0.5575,1,8,0
18,2,32,1.365,1,8,0
19,2,32,1.365,1,0,3
20,3,32,1.365,1,3,0
21,3,32,0.5575,1,16,0
22,2,16,1.365,1,0,8
23,2,32,0.5575,1,8,0
24,3,32,0.5575,1,3,0
25,2,16,1.365,1,2,0
26,3,32,0.5575,1,0,2
27,2,16,0.5575,1,8,0
28,3,16,2.98,1,1,0
29,2,16,2.98,1,1,0
30,3,32,0.5575,1,2,0
31,2,32,1.365,1,0,2
32,3,32,0.5575,1,0,16
33,3,32,0.5575,1,3,0
34,2,32,1.365,1,8,0
35,2,16,0.5575,1,8,0
36,3,16,1.365,1,0,4
37,2,32,0.5575,1,0,2
38,3,16,0.5575,1,4,0
39,3,16,2.98,1,8,0
40,3,32,6.21,1,0,8
41,2,16,0.5575,1,0,4
42,3,32,0.5575,1,0,3
43,2,16,0.5575,1,0,1
44,2,16,2.98,1,0,8
45,3,16,0.5575,1,0,1
46,2,32,0.5575,1,8,0
47,3,32,0.5575,1,8,0
48,2,32,1.365,1,3,0
