nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,0,2
2,2,32,1.365,1,0,3
3,3,16,4.595,1,0,2
4,2,32,0.5575,1,3,0
5,2,32,2.98,1,3,0
6,3,32,4.595,1,0,16
7,2,16,0.5575,1,0,8
8,2,32,0.5575,1,2,0
9,3,32,1.365,1,16,0
10,2,16,0.5575,1,0,8
11,2,32,0.5575,1,8,0
12,2,16,6.21,1,0,4
13,2,16,0.5575,1,8,0
14,3,16,2.98,1,1,0
15,3,32,1.365,1,0,8
16,3,16,1.365,1,1,0
17,2,32,0.5575,1,0,2
18,2,32,0.5575,1,0,8
19,3,32,0.5575,1,2,0
20,2,16,2.98,1,0,8
21,2,16,0.5575,1,1,0
22,2,32,0.5575,1,0,3
23,3,32,1.365,1,0,3
24,2,16,0.5575,1,0,1
25,3,16,1.365,1,2,0
26,3,16,0.5575,1,0,4
27,3,16,2.98,1,1,0
28,2,16,0.5575,1,4,0
29,3,32,0.5575,1,0,2
30,2,16,1.365,1,0,4
31,2,16,1.365,1,8,0
32,2,32,0.5575,1,3,0
33,2,32,2.98,1,3,0
34,3,32,0.5575,1,0,2
35,2,16,1.365,1,0,8
36,3,32,0.5575,1,8,0
37,3,32,1.365,1,0,16
38,3,32,0.5575,1,3,0
39,3,32,1.365,1,3,0
40,2,32,0.5575,1,2,0
41,2,32,2.98,1,2,0
42,3,16,1.365,1,4,0
43,3,16,1.365,1,4,0
44,3,32,0.5575,1,16,0
45,2,16,0.5575,1,0,4
46,3,32,2.98,1,0,16
47,3,16,0.5575,1,4,0
48,3,32,4.595,1,16,0
