nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,2.98,1,0,2
2,2,16,0.5575,1,0,1
3,3,32,0.5575,1,16,0
4,2,32,1.365,1,0,2
5,3,32,4.595,1,2,0
6,2,32,0.5575,1,16,0
7,2,32,0.5575,1,0,8
8,2,32,2.98,1,0,3
9,3,16,1.365,1,0,8
10,2,32,0.5575,1,0,3
11,2,16,1.365,1,1,0
12,2,32,0.5575,1,8,0
13,3,16,2.98,1,4,0
14,2,32,0.5575,1,8,0
15,3,16,1.365,1,2,0
16,3,16,0.5575,1,2,0
17,2,16,2.98,1,2,0
18,3,32,1.365,1,0,8
19,3,32,0.5575,1,2,0
20,2,32,0.5575,1,2,0
21,3,32,0.5575,1,16,0
22,3,32,0.5575,1,2,0
23,2,32,1.365,1,0,16
24,3,32,0.5575,1,2,0
25,2,16,0.5575,1,4,0
26,2,32,0.5575,1,16,0
27,3,32,1.365,1,0,3
28,3,16,4.595,1,4,0
29,2,32,6.21,1,0,3
30,2,32,0.5575,1,0,8
31,3,32,1.365,1,3,0
32,3,16,0.5575,1,4,0
33,2,16,0.5575,1,0,1
34,3,32,1.365,1,0,16
35,3,16,1.365,1,2,0
36,3,16,0.5575,1,8,0
37,2,32,1.365,1,2,0
38,3,16,2.98,1,8,0
39,2,16,0.5575,1,0,8
40,3,16,0.5575,1,0,2
41,2,16,0.5575,1,0,2
42,2,16,0.5575,1,0,8
43,3,32,0.5575,1,0,8
44,2,32,2.98,1,0,16
45,3,32,1.365,1,0,8
46,2,32,2.98,1,8,0
47,3,32,4.595,1,2,0
48,3,16,1.365,1,1,0
