nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,8,0
2,3,16,1.365,1,0,4
3,2,32,1.365,1,8,0
4,3,32,0.5575,1,8,0
5,3,16,0.5575,1,1,0
6,3,16,0.5575,1,8,0
7,3,16,2.98,1,0,1
8,2,32,0.5575,1,0,16
9,2,16,1.365,1,0,4
10,2,32,4.595,1,0,16
11,2,32,0.5575,1,2,0
12,3,16,0.5575,1,1,0
13,3,16,0.5575,1,0,4
14,3,32,1.365,1,0,8
15,2,16,0.5575,1,0,2
16,3,32,0.5575,1,0,16
17,3,16,0.5575,1,8,0
18,3,16,1.365,1,0,1
19,2,32,0.5575,1,3,0
20,3,16,2.98,1,0,2
21,3,16,1.365,1,2,0
22,2,16,2.98,1,4,0
23,3,32,1.365,1,3,0
24,2,32,0.5575,1,0,8
25,3,32,0.5575,1,16,0
26,2,16,4.595,1,0,8
27,3,32,0.5575,1,8,0
28,2,32,4.595,1,2,0
29,2,32,1.365,1,0,2
30,2,16,0.5575,1,0,2
31,2,32,0.5575,1,0,3
32,3,16,2.98,1,0,2
33,2,32,0.5575,1,16,0
34,3,32,0.5575,1,0,3
35,2,16,2.98,1,1,0
36,3,32,1.365,1,2,0
37,2,16,0.5575,1,4,0
38,3,16,0.5575,1,4,0
39,3,16,0.5575,1,0,2
40,2,16,2.98,1,1,0
41,2,16,1.365,1,0,2
42,3,16,1.365,1,8,0
43,3,16,6.21,1,1,0
44,2,16,1.365,1,0,2
45,2,32,0.5575,1,0,2
46,2,32,1.365,1,0,8
47,2,16,0.5575,1,0,8
48,2,16,2.98,1,8,0
