nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,0,4
2,3,32,1.365,1,8,0
3,3,16,0.5575,1,0,1
4,3,16,0.5575,1,4,0
5,3,32,1.365,1,16,0
6,2,16,0.5575,1,2,0
7,2,16,0.5575,1,2,0
8,3,16,1.365,1,4,0
9,3,16,1.365,1,0,4
10,2,16,1.365,1,8,0
11,2,32,2.98,1,0,16
12,2,32,4.595,1,0,2
13,2,32,1.365,1,3,0
14,2,32,2.98,1,2,0
15,2,32,1.365,1,0,8
16,2,16,0.5575,1,8,0
17,2,32,2.98,1,0,2
18,3,32,0.5575,1,0,8
19,2,32,0.5575,1,16,0
20,3,32,6.21,1,3,0
21,3,16,4.595,1,8,0
22,3,32,1.365,1,3,0
23,3,32,2.98,1,0,16
24,3,32,0.5575,1,0,3
25,2,32,0.5575,1,0,3
26,3,32,0.5575,1,16,0
27,3,32,2.98,1,3,0
28,2,32,2.98,1,0,8
29,3,32,0.5575,1,0,2
30,3,16,0.5575,1,0,1
31,3,32,0.5575,1,0,16
32,2,32,1.365,1,0,16
33,3,16,4.595,1,1,0
34,2,32,0.5575,1,0,8
35,2,32,0.5575,1,0,2
36,3,32,2.98,1,0,2
37,3,32,0.5575,1,0,3
38,3,16,0.5575,1,2,0
39,2,32,0.5575,1,0,3
40,3,16,0.5575,1,8,0
41,2,16,0.5575,1,0,4
42,3,32,0.5575,1,2,0
43,2,16,0.5575,1,0,4
44,3,16,0.5575,1,0,4
45,2,32,1.365,1,2,0
46,2,32,1.365,1,0,3
47,2,32,1.365,1,0,16
48,2,32,0.5575,1,2,0
