nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,8,0
2,3,16,0.5575,1,8,0
3,2,16,0.5575,1,0,8
4,3,32,4.595,1,16,0
5,3,16,2.98,1,0,8
6,3,16,1.365,1,0,4
7,3,32,2.98,1,16,0
8,3,32,0.5575,1,0,8
9,2,32,1.365,1,2,0
10,3,32,0.5575,1,0,16
11,2,16,0.5575,1,0,2
12,3,32,1.365,1,0,2
13,3,16,1.365,1,0,4
14,2,16,0.5575,1,0,1
15,2,16,1.365,1,0,1
16,3,32,4.595,1,3,0
17,2,32,1.365,1,0,2
18,3,16,0.5575,1,8,0
19,2,16,2.98,1,8,0
20,3,32,2.98,1,0,2
21,2,16,0.5575,1,0,4
22,2,32,0.5575,1,16,0
23,3,16,2.98,1,4,0
24,2,16,0.5575,1,0,2
25,3,32,0.5575,1,8,0
26,3,32,0.5575,1,3,0
27,2,32,0.5575,1,8,0
28,2,16,1.365,1,0,2
29,2,16,0.5575,1,0,2
30,2,32,0.5575,1,8,0
31,2,16,1.365,1,8,0
32,3,16,0.5575,1,1,0
33,3,32,2.98,1,2,0
34,2,16,0.5575,1,0,4
35,2,16,0.5575,1,8,0
36,3,16,0.5575,1,0,2
37,3,16,0.5575,1,0,4
38,2,32,4.595,1,8,0
39,3,16,0.5575,1,0,2
40,2,32,1.365,1,0,2
41,2,32,6.21,1,3,0
42,3,32,0.5575,1,0,2
43,2,32,0.5575,1,0,8
44,3,16,1.365,1,0,2
45,2,32,0.5575,1,3,0
46,2,32,1.365,1,2,0
47,3,16,1.365,1,0,2
48,3,32,2.98,1,0,2
