nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,6.21,1,0,8
2,2,32,0.5575,1,0,3
3,2,32,0.5575,1,0,2
4,3,32,0.5575,1,3,0
5,3,32,4.595,1,16,0
6,2,32,0.5575,1,0,3
7,3,16,0.5575,1,1,0
8,2,32,0.5575,1,16,0
9,3,32,0.5575,1,2,0
10,3,16,0.5575,1,0,1
11,3,32,1.365,1,0,16
12,3,32,2.98,1,0,3
13,2,16,1.365,1,8,0
14,3,16,1.365,1,4,0
15,3,16,0.5575,1,0,4
16,3,16,1.365,1,0,4
17,3,16,0.5575,1,8,0
18,3,16,0.5575,1,0,4
19,2,32,2.98,1,16,0
20,3,16,1.365,1,2,0
21,3,16,1.365,1,0,8
22,2,16,2.98,1,0,2
23,2,32,0.5575,1,3,0
24,2,32,1.365,1,0,3
25,2,32,0.5575,1,8,0
26,3,16,2.98,1,0,1
27,2,32,0.5575,1,0,2
28,2,16,2.98,1,0,4
29,3,16,0.5575,1,1,0
30,2,16,0.5575,1,8,0
31,2,32,0.5575,1,0,3
32,2,32,1.365,1,2,0
33,2,32,4.595,1,2,0
34,2,32,0.5575,1,0,16
35,3,16,1.365,1,1,0
36,2,16,0.5575,1,0,1
37,2,16,1.365,1,0,1
38,2,16,0.5575,1,4,0
39,3,32,1.365,1,16,0
40,3,32,0.5575,1,0,3
41,3,16,0.5575,1,4,0
42,3,32,1.365,1,0,3
43,3,16,0.5575,1,8,0
44,2,16,1.365,1,0,4
45,2,16,0.5575,1,8,0
46,3,16,2.98,1,0,4
47,3,16,4.595,1,2,0
48,2,32,2.98,1,8,0
