nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,2
2,2,32,0.5575,1,8,0
3,3,32,1.365,1,0,3
4,3,16,1.365,1,0,1
5,3,16,4.595,1,0,8
6,3,16,2.98,1,0,1
7,3,16,6.21,1,8,0
8,2,32,1.365,1,2,0
9,2,16,0.5575,1,4,0
10,2,16,4.595,1,0,8
11,2,32,1.365,1,8,0
12,3,16,0.5575,1,4,0
13,2,32,0.5575,1,0,8
14,3,16,0.5575,1,0,2
15,3,16,1.365,1,0,4
16,3,32,0.5575,1,3,0
17,2,32,0.5575,1,0,2
18,2,16,0.5575,1,0,2
19,2,32,0.5575,1,0,16
20,3,32,0.5575,1,2,0
21,3,32,0.5575,1,0,16
22,3,16,1.365,1,0,4
23,2,32,0.5575,1,8,0
24,3,32,0.5575,1,0,16
25,2,16,1.365,1,2,0
26,3,32,0.5575,1,0,16
27,2,32,2.98,1,0,8
28,2,16,0.5575,1,1,0
29,2,32,0.5575,1,0,3
30,2,32,4.595,1,3,0
31,3,32,0.5575,1,2,0
32,3,32,1.365,1,0,16
33,2,32,1.365,1,0,16
34,3,16,1.365,1,2,0
35,2,32,2.98,1,0,2
36,3,16,0.5575,1,1,0
37,3,16,2.98,1,4,0
38,2,32,1.365,1,0,2
39,3,32,1.365,1,3,0
40,3,16,2.98,1,4,0
41,3,16,0.5575,1,1,0
42,2,32,1.365,1,0,3
43,2,32,0.5575,1,0,16
44,3,32,2.98,1,8,0
45,3,32,0.5575,1,0,3
46,2,16,0.5575,1,0,8
47,2,32,2.98,1,0,3
48,2,16,0.5575,1,8,0
