nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,8
2,2,32,6.21,1,2,0
3,3,16,0.5575,1,0,2
4,3,32,1.365,1,16,0
5,2,16,0.5575,1,4,0
6,3,16,1.365,1,0,2
7,3,16,1.365,1,2,0
8,3,16,0.5575,1,8,0
9,3,16,4.595,1,4,0
10,2,32,0.5575,1,0,16
11,2,32,0.5575,1,16,0
12,3,32,0.5575,1,8,0
13,3,32,2.98,1,0,2
14,2,32,0.5575,1,8,0
15,3,32,1.365,1,16,0
16,3,32,2.98,1,0,2
17,2,16,0.5575,1,4,0
18,2,32,2.98,1,0,2
19,2,32,0.5575,1,3,0
20,2,16,1.365,1,2,0
21,3,32,0.5575,1,3,0
22,3,32,1.365,1,16,0
23,3,16,0.5575,1,0,4
24,3,32,0.5575,1,8,0
25,2,32,0.5575,1,0,3
26,2,32,0.5575,1,0,16
27,3,32,4.595,1,16,0
28,2,16,2.98,1,2,0
29,2,32,1.365,1,0,8
30,3,32,1.365,1,3,0
31,2,32,0.5575,1,16,0
32,2,32,2.98,1,0,2
33,3,16,0.5575,1,1,0
34,2,32,0.5575,1,16,0
35,2,16,1.365,1,0,4
36,2,16,1.365,1,1,0
37,2,16,0.5575,1,1,0
38,3,16,1.365,1,1,0
39,2,16,0.5575,1,0,1
40,2,32,2.98,1,8,0
41,3,32,1.365,1,8,0
42,3,32,0.5575,1,0,16
43,2,16,1.365,1,2,0
44,3,16,4.595,1,4,0
45,2,32,0.5575,1,3,0
46,3,32,2.98,1,0,2
47,3,16,0.5575,1,0,1
48,3,32,0.5575,1,3,0
