nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,8
2,3,32,1.365,1,3,0
3,3,16,1.365,1,0,4
4,2,16,0.5575,1,8,0
5,3,32,0.5575,1,16,0
6,2,16,4.595,1,4,0
7,3,16,2.98,1,0,8
8,2,32,1.365,1,16,0
9,2,16,2.98,1,4,0
10,2,32,4.595,1,0,3
11,2,16,1.365,1,0,2
12,3,32,0.5575,1,0,8
13,3,32,2.98,1,8,0
14,2,32,1.365,1,2,0
15,2,32,0.5575,1,0,8
16,2,16,1.365,1,0,1
17,3,16,0.5575,1,0,4
18,3,32,1.365,1,16,0
19,2,32,0.5575,1,3,0
20,2,32,0.5575,1,2,0
21,3,16,0.5575,1,0,8
22,3,32,1.365,1,3,0
23,2,16,6.21,1,1,0
24,3,32,1.365,1,8,0
25,2,32,0.5575,1,0,16
26,3,16,2.98,1,0,2
27,2,16,0.5575,1,2,0
28,3,32,2.98,1,2,0
29,2,16,1.365,1,0,2
30,3,16,0.5575,1,1,0
31,3,32,1.365,1,2,0
32,2,32,0.5575,1,0,16
33,3,32,0.5575,1,0,16
34,3,32,0.5575,1,3,0
35,3,32,2.98,1,8,0
36,3,16,1.365,1,2,0
37,2,16,0.5575,1,4,0
38,2,32,0.5575,1,0,8
39,2,32,0.5575,1,16,0
40,3,16,0.5575,1,0,2
41,2,16,0.5575,1,8,0
42,3,16,0.5575,1,8,0
43,3,16,4.595,1,1,0
44,2,16,0.5575,1,0,2
45,3,32,1.365,1,0,2
46,3,32,0.5575,1,2,0
47,2,16,0.5575,1,0,1
48,2,16,2.98,1,1,0
