nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,4.595,1,1,0
2,2,32,0.5575,1,8,0
3,2,32,0.5575,1,3,0
4,3,32,4.595,1,2,0
5,2,32,1.365,1,16,0
6,3,16,2.98,1,2,0
7,2,32,6.21,1,0,16
8,2,32,1.365,1,0,3
9,3,32,2.98,1,8,0
10,3,16,0.5575,1,2,0
11,3,16,1.365,1,4,0
12,3,16,0.5575,1,0,2
13,3,16,1.365,1,0,8
14,2,32,2.98,1,0,2
15,2,16,0.5575,1,4,0
16,2,16,0.5575,1,8,0
17,3,16,1.365,1,0,8
18,2,16,0.5575,1,0,4
19,2,32,0.5575,1,16,0
20,2,32,1.365,1,0,3
21,3,16,0.5575,1,8,0
22,2,16,1.365,1,0,1
23,2,16,1.365,1,2,0
24,3,16,1.365,1,1,0
25,3,16,0.5575,1,1,0
26,3,16,2.98,1,2,0
27,2,16,0.5575,1,0,4
28,3,32,0.5575,1,8,0
29,3,32,2.98,1,0,8
30,3,32,0.5575,1,3,0
31,3,32,0.5575,1,16,0
32,3,32,0.5575,1,0,8
33,3,16,0.5575,1,2,0
34,3,16,0.5575,1,4,0
35,3,16,1.365,1,0,8
36,3,16,0.5575,1,0,1
37,2,16,0.5575,1,8,0
38,3,32,1.365,1,2,0
39,2,16,0.5575,1,2,0
40,3,32,0.5575,1,0,2
41,2,32,1.365,1,8,0
42,2,16,1.365,1,0,4
43,2,16,2.98,1,0,1
44,2,32,4.595,1,3,0
45,2,16,0.5575,1,0,1
46,3,32,2.98,1,0,16
47,2,32,0.5575,1,16,0
48,2,16,0.5575,1,0,1
