nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,2.98,1,2,0
2,3,32,0.5575,1,0,8
3,3,16,2.98,1,0,8
4,3,16,2.98,1,1,0
5,2,16,1.365,1,2,0
6,3,32,0.5575,1,8,0
7,3,16,0.5575,1,0,4
8,2,32,1.365,1,0,16
9,3,32,0.5575,1,2,0
10,3,16,0.5575,1,2,0
11,3,32,0.5575,1,3,0
12,3,16,0.5575,1,0,4
13,2,32,0.5575,1,0,3
14,3,32,1.365,1,0,16
15,3,16,1.365,1,1,0
16,2,32,1.365,1,2,0
17,2,16,1.365,1,4,0
18,2,16,1.365,1,8,0
19,2,16,6.21,1,0,4
20,2,16,2.98,1,0,8
21,2,32,0.5575,1,3,0
22,3,32,1.365,1,8,0
23,2,32,0.5575,1,0,16
24,3,16,1.365,1,8,0
25,3,16,0.5575,1,0,8
26,3,16,0.5575,1,8,0
27,2,16,0.5575,1,0,1
28,2,32,0.5575,1,0,16
29,3,32,4.595,1,0,8
30,2,32,0.5575,1,0,2
31,3,32,0.5575,1,0,2
32,2,32,4.595,1,8,0
33,2,16,0.5575,1,0,4
34,2,16,1.365,1,0,8
35,2,32,0.5575,1,0,3
36,3,16,0.5575,1,1,0
37,3,32,2.98,1,16,0
38,2,16,1.365,1,0,2
39,3,32,0.5575,1,3,0
40,2,32,1.365,1,0,3
41,3,32,0.5575,1,2,0
42,2,32,2.98,1,8,0
43,2,32,0.5575,1,0,2
44,3,16,2.98,1,0,2
45,3,16,0.5575,1,0,2
46,2,32,4.595,1,0,2
47,2,32,1.365,1,0,8
48,2,16,0.5575,1,0,1
