nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,4,0
2,3,32,2.98,1,0,2
3,3,16,2.98,1,2,0
4,3,32,4.595,1,2,0
5,2,32,0.5575,1,0,16
6,3,16,1.365,1,4,0
7,3,16,2.98,1,0,8
8,2,32,0.5575,1,8,0
9,3,32,0.5575,1,2,0
10,2,16,0.5575,1,2,0
11,2,32,2.98,1,2,0
12,3,32,2.98,1,0,16
13,3,16,1.365,1,4,0
14,2,32,0.5575,1,0,2
15,2,16,0.5575,1,0,4
16,2,16,0.5575,1,0,8
17,2,16,2.98,1,0,1
18,2,16,4.595,1,0,8
19,3,16,1.365,1,0,2
20,3,32,1.365,1,16,0
21,3,32,0.5575,1,0,3
22,2,32,0.5575,1,0,16
23,2,16,0.5575,1,0,2
24,2,32,1.365,1,0,3
25,2,32,1.365,1,0,16
26,3,16,0.5575,1,0,2
27,3,32,6.21,1,2,0
28,3,32,1.365,1,0,8
29,3,32,1.365,1,3,0
30,2,16,0.5575,1,0,4
31,3,32,1.365,1,2,0
32,3,32,1.365,1,8,0
33,3,16,0.5575,1,0,8
34,2,32,0.5575,1,0,8
35,2,32,0.5575,1,3,0
36,2,32,1.365,1,2,0
37,3,16,0.5575,1,0,8
38,3,32,0.5575,1,8,0
39,3,16,0.5575,1,8,0
40,3,32,1.365,1,3,0
41,2,32,2.98,1,3,0
42,3,16,0.5575,1,0,1
43,2,32,0.5575,1,8,0
44,2,16,4.595,1,0,2
45,2,16,0.5575,1,1,0
46,2,16,0.5575,1,1,0
47,2,16,1.365,1,0,8
48,3,32,0.5575,1,8,0
