nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,3
2,2,16,0.5575,1,0,8
3,3,32,1.365,1,0,2
4,3,32,2.98,1,0,16
5,2,32,1.365,1,0,16
6,2,32,0.5575,1,8,0
7,3,32,0.5575,1,0,2
8,2,16,2.98,1,0,1
9,2,32,0.5575,1,0,8
10,2,16,1.365,1,2,0
11,3,32,0.5575,1,0,16
12,2,16,0.5575,1,0,4
13,3,16,0.5575,1,4,0
14,2,16,1.365,1,0,8
15,3,16,2.98,1,0,8
16,3,32,1.365,1,8,0
17,3,16,0.5575,1,0,4
18,3,16,0.5575,1,1,0
19,3,32,1.365,1,0,2
20,2,16,0.5575,1,4,0
21,3,16,0.5575,1,0,4
22,3,32,0.5575,1,0,3
23,2,32,6.21,1,0,3
24,3,32,0.5575,1,3,0
25,2,32,0.5575,1,8,0
26,2,32,0.5575,1,16,0
27,3,16,1.365,1,4,0
28,3,32,1.365,1,16,0
29,3,32,0.5575,1,2,0
30,3,16,0.5575,1,2,0
31,2,32,0.5575,1,2,0
32,3,32,0.5575,1,3,0
33,2,32,1.365,1,0,3
34,3,16,2.98,1,0,1
35,3,16,2.98,1,2,0
36,2,16,1.365,1,8,0
37,2,32,4.595,1,2,0
38,2,32,4.595,1,3,0
39,3,32,0.5575,1,0,8
40,2,32,0.5575,1,0,2
41,2,32,2.98,1,0,3
42,2,32,0.5575,1,3,0
43,2,32,1.365,1,0,8
44,2,32,0.5575,1,0,2
45,2,16,0.5575,1,1,0
46,3,16,1.365,1,0,8
47,3,16,4.595,1,8,0
48,2,16,2.98,1,0,8
