nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,0.5575,1,0,16
2,2,16,1.365,1,0,1
3,2,16,1.365,1,0,2
4,3,16,4.595,1,4,0
5,2,32,6.21,1,3,0
6,3,32,0.5575,1,8,0
7,3,32,0.5575,1,0,16
8,3,32,0.5575,1,8,0
9,3,16,1.365,1,0,2
10,2,16,1.365,1,0,8
11,3,16,0.5575,1,0,8
12,3,16,2.98,1,8,0
13,3,16,0.5575,1,1,0
14,3,32,4.595,1,0,3
15,2,16,1.365,1,8,0
16,3,32,0.5575,1,0,2
17,3,32,1.365,1,0,2
18,2,16,0.5575,1,8,0
19,3,16,0.5575,1,0,4
20,3,32,1.365,1,2,0
21,2,16,0.5575,1,0,4
22,3,16,2.98,1,8,0
23,2,32,1.365,1,0,2
24,3,32,0.5575,1,0,8
25,2,32,2.98,1,2,0
26,2,16,4.595,1,4,0
27,2,32,1.365,1,0,8
28,3,32,0.5575,1,2,0
29,3,32,0.5575,1,0,8
30,2,32,0.5575,1,2,0
31,2,32,2.98,1,16,0
32,3,32,2.98,1,16,0
33,3,32,2.98,1,0,16
34,2,32,0.5575,1,0,16
35,2,16,0.5575,1,0,2
36,3,16,1.365,1,2,0
37,2,32,2.98,1,0,3
38,3,16,0.5575,1,0,2
39,3,32,0.5575,1,0,3
40,2,32,0.5575,1,0,8
41,2,32,0.5575,1,0,2
42,2,32,1.365,1,8,0
43,2,32,0.5575,1,3,0
44,3,32,1.365,1,2,0
45,2,16,0.5575,1,4,0
46,2,32,1.365,1,0,2
47,2,16,0.5575,1,0,2
48,3,32,0.5575,1,3,0
