nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,4.595,1,0,2
2,2,32,1.365,1,8,0
3,2,32,0.5575,1,3,0
4,3,16,2.98,1,0,2
5,2,16,1.365,1,0,1
6,2,16,0.5575,1,0,4
7,3,32,0.5575,1,0,2
8,2,32,1.365,1,0,3
9,3,32,1.365,1,0,8
10,3,32,0.5575,1,0,3
11,2,32,6.21,1,0,3
12,2,32,0.5575,1,16,0
13,3,16,0.5575,1,1,0
14,2,16,1.365,1,8,0
15,3,16,1.365,1,0,1
16,2,16,0.5575,1,0,2
17,3,32,2.98,1,2,0
18,3,16,2.98,1,8,0
19,2,16,0.5575,1,4,0
20,3,32,4.595,1,0,2
21,2,16,0.5575,1,1,0
22,2,16,0.5575,1,1,0
23,2,32,4.595,1,16,0
24,3,16,0.5575,1,0,2
25,3,16,0.5575,1,0,4
26,3,16,0.5575,1,0,8
27,3,32,1.365,1,2,0
28,2,16,2.98,1,8,0
29,2,16,0.5575,1,0,1
30,2,32,0.5575,1,8,0
31,3,16,0.5575,1,0,8
32,3,16,0.5575,1,0,2
33,3,32,1.365,1,8,0
34,2,16,0.5575,1,2,0
35,2,32,0.5575,1,0,8
36,2,16,1.365,1,2,0
37,3,16,0.5575,1,4,0
38,2,32,0.5575,1,0,8
39,2,32,2.98,1,0,2
40,3,32,1.365,1,3,0
41,2,16,0.5575,1,0,8
42,2,16,0.5575,1,0,8
43,2,16,1.365,1,0,1
44,3,32,2.98,1,8,0
45,3,16,1.365,1,8,0
46,3,32,1.365,1,8,0
47,3,16,2.98,1,8,0
48,3,16,0.5575,1,0,8
