nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,0.5575,1,0,8
2,3,32,1.365,1,16,0
3,3,32,0.5575,1,16,0
4,3,16,2.98,1,0,2
5,3,32,0.5575,1,8,0
6,2,32,0.5575,1,3,0
7,2,32,0.5575,1,0,8
8,2,32,1.365,1,3,0
9,2,16,1.365,1,0,8
10,2,32,0.5575,1,16,0
11,3,16,0.5575,1,0,8
12,3,16,0.5575,1,4,0
13,2,32,0.5575,1,0,2
14,3,16,1.365,1,8,0
15,3,32,4.595,1,0,16
16,3,32,0.5575,1,0,8
17,2,16,6.21,1,1,0
18,3,16,1.365,1,1,0
19,3,16,0.5575,1,0,8
20,3,16,1.365,1,0,2
21,2,16,0.5575,1,0,2
22,3,32,0.5575,1,2,0
23,2,32,1.365,1,8,0
24,3,32,0.5575,1,0,3
25,3,32,2.98,1,8,0
26,2,16,2.98,1,0,2
27,3,16,4.595,1,1,0
28,2,16,0.5575,1,0,2
29,2,16,1.365,1,0,4
30,3,32,0.5575,1,8,0
31,2,16,1.365,1,8,0
32,2,32,2.98,1,0,3
33,2,32,1.365,1,2,0
34,2,16,2.98,1,0,4
35,2,16,0.5575,1,1,0
36,3,32,1.365,1,0,2
37,2,16,1.365,1,0,1
38,3,16,0.5575,1,2,0
39,3,32,0.5575,1,0,2
40,3,32,0.5575,1,3,0
41,2,32,2.98,1,8,0
42,3,32,0.5575,1,0,3
43,2,16,4.595,1,8,0
44,2,32,0.5575,1,2,0
45,3,32,0.5575,1,0,2
46,2,32,0.5575,1,0,16
47,3,16,2.98,1,4,0
48,2,16,1.365,1,4,0
