nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,1.365,1,0,2
2,2,32,0.5575,1,2,0
3,2,32,0.5575,1,2,0
4,3,32,0.5575,1,16,0
5,2,16,0.5575,1,4,0
6,3,32,2.98,1,0,16
7,3,16,0.5575,1,1,0
8,3,32,2.98,1,3,0
9,2,32,0.5575,1,0,8
10,2,32,0.5575,1,2,0
11,2,16,1.365,1,8,0
12,2,32,1.365,1,0,2
13,2,32,0.5575,1,3,0
14,2,16,6.21,1,0,4
15,3,16,1.365,1,0,4
16,3,32,0.5575,1,0,16
17,2,32,0.5575,1,0,8
18,3,16,0.5575,1,8,0
19,3,16,4.595,1,0,4
20,2,32,2.98,1,0,2
21,3,16,0.5575,1,0,4
22,2,16,0.5575,1,2,0
23,2,32,2.98,1,0,16
24,2,16,4.595,1,0,2
25,2,32,1.365,1,0,3
26,2,32,1.365,1,8,0
27,2,32,1.365,1,3,0
28,3,32,0.5575,1,0,3
29,3,32,0.5575,1,2,0
30,3,32,0.5575,1,16,0
31,2,16,0.5575,1,0,8
32,3,32,0.5575,1,3,0
33,3,32,2.98,1,3,0
34,2,16,1.365,1,2,0
35,2,16,0.5575,1,0,8
36,3,16,1.365,1,8,0
37,3,32,1.365,1,0,2
38,3,16,1.365,1,0,1
39,3,16,0.5575,1,4,0
40,2,32,0.5575,1,0,8
41,2,32,2.98,1,16,0
42,2,32,4.595,1,2,0
43,3,16,0.5575,1,2,0
44,3,32,0.5575,1,8,0
45,3,16,1.365,1,1,0
46,2,16,1.365,1,0,8
47,3,32,0.5575,1,8,0
48,3,16,2.98,1,0,1
