nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,16,1.365,1,0,1
2,3,32,0.5575,1,0,8
3,2,16,2.98,1,8,0
4,2,16,2.98,1,4,0
5,2,32,2.98,1,0,16
6,2,32,0.5575,1,8,0
7,3,32,2.98,1,2,0
8,3,16,1.365,1,8,0
9,2,32,4.595,1,3,0
10,3,32,0.5575,1,0,2
11,3,32,0.5575,1,0,16
12,2,32,0.5575,1,0,3
13,2,16,4.595,1,0,4
14,2,16,0.5575,1,8,0
15,2,16,2.98,1,8,0
16,3,16,1.365,1,1,0
17,3,16,0.5575,1,0,4
18,2,32,0.5575,1,0,16
19,3,16,0.5575,1,8,0
20,2,16,0.5575,1,1,0
21,2,16,1.365,1,0,2
22,2,16,1.365,1,0,4
23,3,32,0.5575,1,3,0
24,2,16,4.595,1,0,2
25,2,16,1.365,1,1,0
26,3,16,1.365,1,2,0
27,2,32,0.5575,1,0,3
28,2,32,0.5575,1,8,0
29,3,16,0.5575,1,2,0
30,2,32,0.5575,1,0,16
31,2,32,0.5575,1,0,2
32,3,32,1.365,1,0,8
33,2,32,0.5575,1,2,0
34,3,32,0.5575,1,3,0
35,3,32,0.5575,1,2,0
36,3,16,6.21,1,0,8
37,3,32,0.5575,1,3,0
38,3,16,1.365,1,1,0
39,2,32,0.5575,1,3,0
40,2,32,0.5575,1,0,2
41,2,16,2.98,1,4,0
42,3,32,1.365,1,0,8
43,3,32,1.365,1,0,3
44,3,32,0.5575,1,8,0
45,3,16,2.98,1,8,0
46,3,32,0.5575,1,16,0
47,3,16,1.365,1,0,4
48,3,16,1.365,1,1,0
