nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,1.365,1,0,8
2,2,32,1.365,1,0,2
3,3,16,1.365,1,4,0
4,3,32,0.5575,1,0,16
5,2,16,0.5575,1,0,8
6,3,16,0.5575,1,2,0
7,3,32,0.5575,1,8,0
8,3,32,2.98,1,2,0
9,2,32,0.5575,1,0,8
10,2,32,0.5575,1,8,0
11,3,32,1.365,1,0,3
12,3,16,2.98,1,0,4
13,2,16,1.365,1,0,2
14,3,16,1.365,1,0,8
15,3,16,1.365,1,0,8
16,2,32,0.5575,1,0,16
17,3,16,0.5575,1,1,0
18,2,16,0.5575,1,1,0
19,2,32,0.5575,1,0,16
20,3,16,1.365,1,0,8
21,2,16,2.98,1,0,8
22,3,32,0.5575,1,2,0
23,3,32,0.5575,1,3,0
24,3,32,0.5575,1,16,0
25,2,32,0.5575,1,0,8
26,2,32,1.365,1,3,0
27,3,16,2.98,1,0,8
28,2,32,0.5575,1,2,0
29,2,32,0.5575,1,0,8
30,3,32,0.5575,1,2,0
31,3,32,0.5575,1,3,0
32,3,16,2.98,1,1,0
33,2,32,4.595,1,3,0
34,3,16,0.5575,1,2,0
35,2,16,1.365,1,0,1
36,2,32,0.5575,1,2,0
37,3,32,0.5575,1,0,8
38,3,32,1.365,1,0,3
39,2,16,6.21,1,0,8
40,2,16,4.595,1,0,4
41,2,32,4.595,1,3,0
42,2,16,0.5575,1,2,0
43,2,16,2.98,1,1,0
44,3,32,1.365,1,8,0
45,3,16,0.5575,1,0,1
46,2,16,0.5575,1,0,4
47,2,32,2.98,1,0,3
48,2,32,1.365,1,16,0
