nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,0.5575,1,4,0
2,3,16,0.5575,1,1,0
3,2,16,0.5575,1,2,0
4,3,16,1.365,1,1,0
5,3,16,4.595,1,8,0
6,3,32,0.5575,1,3,0
7,2,32,1.365,1,16,0
8,2,32,4.595,1,0,8
9,2,32,0.5575,1,16,0
10,2,16,0.5575,1,4,0
11,2,32,2.98,1,2,0
12,2,32,1.365,1,8,0
13,2,32,2.98,1,8,0
14,3,32,4.595,1,2,0
15,2,32,0.5575,1,0,2
16,2,16,0.5575,1,0,1
17,2,32,0.5575,1,0,16
18,2,16,1.365,1,8,0
19,3,16,0.5575,1,0,8
20,3,32,2.98,1,8,0
21,3,32,0.5575,1,8,0
22,3,32,6.21,1,0,2
23,2,32,0.5575,1,3,0
24,3,16,0.5575,1,0,8
25,3,32,0.5575,1,3,0
26,2,32,0.5575,1,2,0
27,2,32,1.365,1,16,0
28,3,32,0.5575,1,0,3
29,3,16,0.5575,1,0,8
30,3,32,1.365,1,8,0
31,3,32,1.365,1,8,0
32,3,32,1.365,1,3,0
33,3,16,1.365,1,2,0
34,3,16,1.365,1,2,0
35,2,16,0.5575,1,0,2
36,3,16,0.5575,1,8,0
37,2,32,0.5575,1,0,2
38,2,32,0.5575,1,8,0
39,3,16,2.98,1,8,0
40,2,32,1.365,1,3,0
41,3,32,1.365,1,2,0
42,2,16,0.5575,1,2,0
43,2,32,0.5575,1,0,2
44,2,16,2.98,1,0,4
45,3,16,2.98,1,1,0
46,2,16,0.5575,1,8,0
47,3,32,2.98,1,0,8
48,2,32,1.365,1,0,3
