nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,16,4.595,1,0,2
2,3,32,1.365,1,16,0
3,2,16,1.365,1,4,0
4,2,16,0.5575,1,0,2
5,3,16,1.365,1,0,4
6,3,32,1.365,1,0,3
7,3,16,0.5575,1,0,4
8,3,32,0.5575,1,0,3
9,2,16,6.21,1,4,0
10,2,32,0.5575,1,0,3
11,3,32,0.5575,1,0,2
12,3,32,0.5575,1,0,16
13,3,32,2.98,1,0,8
14,3,32,2.98,1,2,0
15,3,32,0.5575,1,8,0
16,2,16,2.98,1,4,0
17,2,16,1.365,1,0,1
18,2,32,0.5575,1,2,0
19,3,16,0.5575,1,0,8
20,2,16,1.365,1,0,4
21,2,32,0.5575,1,2,0
22,2,32,0.5575,1,0,16
23,2,32,1.365,1,3,0
24,2,16,2.98,1,0,2
25,3,32,0.5575,1,2,0
26,3,16,0.5575,1,0,1
27,3,16,1.365,1,1,0
28,2,16,1.365,1,2,0
29,2,32,2.98,1,0,2
30,3,32,0.5575,1,16,0
31,2,32,2.98,1,0,16
32,3,32,1.365,1,2,0
33,2,16,0.5575,1,8,0
34,3,16,0.5575,1,0,8
35,3,32,0.5575,1,0,3
36,3,32,1.365,1,0,16
37,2,16,1.365,1,0,4
38,2,16,0.5575,1,8,0
39,2,16,0.5575,1,0,8
40,2,16,4.595,1,0,1
41,2,16,0.5575,1,4,0
42,3,16,1.365,1,0,4
43,2,16,2.98,1,2,0
44,2,32,0.5575,1,0,2
45,3,16,4.595,1,0,2
46,3,16,0.5575,1,0,4
47,2,32,0.5575,1,0,16
48,3,16,0.5575,1,0,2
