nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,3,32,4.595,1,2,0
2,3,32,2.98,1,0,2
3,3,32,0.5575,1,0,8
4,2,32,1.365,1,0,3
5,2,16,0.5575,1,0,8
6,2,16,0.5575,1,4,0
7,3,16,1.365,1,0,2
8,3,16,0.5575,1,0,1
9,3,32,1.365,1,16,0
10,2,16,0.5575,1,2,0
11,3,32,0.5575,1,16,0
12,2,32,1.365,1,2,0
13,2,32,1.365,1,16,0
14,3,32,0.5575,1,16,0
15,3,16,1.365,1,2,0
16,2,32,4.595,1,0,3
17,3,32,0.5575,1,16,0
18,3,16,0.5575,1,2,0
19,2,16,2.98,1,0,1
20,2,16,0.5575,1,1,0
21,3,16,2.98,1,0,1
22,3,16,0.5575,1,0,2
23,3,16,0.5575,1,0,4
24,2,16,1.365,1,4,0
25,3,16,1.365,1,2,0
26,2,32,0.5575,1,0,8
27,3,16,6.21,1,4,0
28,3,16,4.595,1,4,0
29,2,32,1.365,1,0,8
30,2,32,0.5575,1,2,0
31,3,32,1.365,1,8,0
32,2,16,0.5575,1,8,0
33,3,32,0.5575,1,0,3
34,2,32,1.365,1,16,0
35,2,16,0.5575,1,0,4
36,3,16,2.98,1,0,8
37,2,32,2.98,1,3,0
38,3,32,2.98,1,0,2
39,2,32,2.98,1,16,0
40,2,32,0.5575,1,0,16
41,2,16,0.5575,1,2,0
42,2,32,0.5575,1,3,0
43,2,16,1.365,1,0,1
44,2,16,0.5575,1,0,1
45,2,32,0.5575,1,0,8
46,3,16,0.5575,1,4,0
47,3,16,1.365,1,8,0
48,3,32,0.5575,1,0,2
