nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option
1,2,32,4.595,1,3,0
2,3,16,1.365,1,1,0
3,2,32,0.5575,1,3,0
4,2,32,0.5575,1,0,16
5,2,32,1.365,1,0,3
6,2,16,1.365,1,0,2
7,2,16,0.5575,1,4,0
8,3,32,0.5575,1,0,8
9,2,32,0.5575,1,0,8
10,3,16,4.595,1,8,0
11,2,16,1.365,1,4,0
12,2,16,0.5575,1,0,1
13,3,16,0.5575,1,0,2
14,2,16,1.365,1,0,1
15,3,32,0.5575,1,0,8
16,3,16,0.5575,1,0,2
17,3,32,1.365,1,8,0
18,3,32,0.5575,1,0,16
19,2,32,0.5575,1,0,3
20,3,32,0.5575,1,8,0
21,2,16,0.5575,1,0,1
22,3,32,1.365,1,0,2
23,3,32,1.365,1,0,2
24,2,32,0.5575,1,8,0
25,3,16,2.98,1,1,0
26,3,32,0.5575,1,0,2
27,2,16,0.5575,1,0,1
28,3,32,1.365,1,0,16
29,3,16,2.98,1,2,0
30,2,16,6.21,1,0,1
31,2,16,0.5575,1,2,0
32,2,16,1.365,1,8,0
33,3,16,0.5575,1,0,2
34,3,16,0.5575,1,8,0
35,3,32,4.595,1,0,16
36,2,16,2.98,1,0,4
37,3,16,2.98,1,1,0
38,3,16,1.365,1,2,0
39,3,16,0.5575,1,0,2
40,2,32,0.5575,1,0,16
41,2,16,0.5575,1,8,0
42,3,16,1.365,1,4,0
43,2,16,0.5575,1,0,1
44,2,32,2.98,1,16,0
45,3,32,1.365,1,16,0
46,2,32,2.98,1,0,8
47,2,32,0.5575,1,16,0
48,3,32,2.98,1,0,8
