TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,8,2,1,0,5.000000e-01,5.652500e+00,1.0,0.0,4.0210714,1.0,8,5.2266593,high,1.2055881,1.7944119,5.746294,9.270922,9.273813,11.275909,7.254838,11.276374,16.923588
2,2,8,2,2,0,5.000000e-01,8.075000e-01,1.0,1.0,17.040268,1.0,8,18.410316,high,1.3700482,1.6299518,18.929436,22.292023,22.293777,24.296679,7.25641,24.297075,25.098948
3,3,2,0,2,0,3.500000e+00,5.652500e+00,1.0,2.0,25.215218,1.0,2,26.56,high,1.3447806,1.6552194,27.080008,33.466904,33.46732,35.47031,10.255093,35.47072,41.117672
4,4,2,4,1,1,2,2.422500e+00,1.0,3.0,41.122868,1.0,2,43.46083,low,2.3379643,0.6620358,43.979248,47.874073,47.877003,49.87966,8.756796,49.880276,52.29516
5,5,2,8,1,1,5.000000e-01,8.075000e-01,1.0,4.0,52.29842,1.0,2,53.877003,low,1.578584,1.421416,54.39647,57.5498,57.550194,59.553154,7.254736,59.553543,60.356934
6,6,4,8,3,0,5.000000e-01,7.267500e+00,1.0,5.0,60.366264,2.0,8,61.72722,high,1.3609555,1.6390445,62.24701,65.61642,65.61819,67.61996,7.253692,67.620346,74.88345
7,7,4,8,1,1,2,8.075000e-01,1.0,6.0,74.88639,1.0,4,76.826904,low,1.9405134,1.0594866,77.346245,81.63639,81.638405,83.640854,8.7544565,83.64124,84.44443
8,8,4,2,3,1,2,8.075000e-01,1.0,7.0,84.45183,1.0,4,85.92698,high,1.475152,1.524848,86.44706,91.20195,91.20386,93.205666,8.753838,93.20606,94.01018
9,9,2,8,3,0,2,2.422500e+00,1.0,8.0,94.017944,2.0,8,95.34368,high,1.3257334,1.6742666,95.86288,100.76865,100.77056,102.77216,8.754215,102.77255,105.19085
10,10,4,0,2,0,5.000000e-01,8.075000e-01,1.0,9.0,105.30276,1.0,4,106.86018,high,1.5574275,1.4425725,107.37938,110.55442,110.55621,112.55815,7.2553954,112.55853,113.36093
11,11,8,4,2,0,2,2.422500e+00,1.0,10.0,113.47405,1.0,8,114.79359,high,1.3195335,1.6804665,115.312584,120.2245,120.22491,122.22776,8.753711,122.22816,124.647896
12,12,8,0,1,1,5.000000e-01,7.267500e+00,1.0,11.0,124.65207,1.0,8,127.25981,high,2.6077416,0.3922584,127.77969,129.90189,129.90387,131.90579,7.253726,131.90619,139.17047
13,13,0,8,1,0,2,8.075000e-01,1.0,12.0,139.1749,2.0,8,140.54364,high,1.368745,1.631255,141.06302,145.92542,145.92734,147.92966,8.7547655,147.93005,148.73381
14,14,2,8,1,1,5.000000e-01,8.075000e-01,1.0,13.0,148.73694,2.0,8,150.29298,high,1.5560523,1.4439477,150.81303,153.98688,153.98906,155.99094,7.2540073,155.99133,156.7946
15,15,2,4,1,0,5.000000e-01,8.075000e-01,1.0,14.0,156.79797,2.0,4,158.44344,high,1.6454655,1.3545345,158.96234,162.04785,162.0498,164.05188,7.2539067,164.05226,164.85588
16,16,0,8,3,0,3.500000e+00,2.422500e+00,1.0,15.0,164.86516,2.0,8,166.15965,high,1.2944983,1.7055017,166.6803,173.11502,173.11685,175.11954,10.254385,175.11993,177.53857
17,17,0,4,2,1,5.000000e-01,8.075000e-01,1.0,16.0,177.64932,2.0,4,179.34303,high,1.6937051,1.3062949,179.86307,182.8989,182.90085,184.90262,7.2533016,184.90302,185.70747
18,18,8,2,3,1,5.000000e-01,2.422500e+00,1.0,17.0,185.71693,1.0,8,187.37694,high,1.6599995,1.3400005,187.8961,190.96704,190.96901,192.97086,7.25392,192.97124,195.38957
19,19,0,2,3,1,3.500000e+00,8.075000e-01,1.0,18.0,195.39679,2.0,2,196.97685,high,1.5800635,1.4199365,197.49678,203.64694,203.64734,205.64919,10.2523985,205.64963,206.45474
20,20,4,0,3,1,2,8.075000e-01,1.0,19.0,206.46254,1.0,4,207.80952,high,1.3469872,1.6530128,208.32921,213.2127,213.2131,215.21545,8.752916,215.21593,216.02063
21,21,4,0,1,1,2,2.422500e+00,1.0,20.0,216.02362,1.0,4,217.90994,high,1.88632,1.11368,218.42989,222.7749,222.77704,224.77954,8.755916,224.77994,227.1969
22,22,8,0,3,1,5.000000e-01,8.882500e+00,1.0,21.0,227.20432,1.0,8,228.54266,high,1.3383467,1.6616533,229.06226,232.45477,232.45667,234.45836,7.254053,234.45876,243.33702
