onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.598922	2	cue_social	n/a	16	n/a	n/a
4.598922	2	cue_social_low	n/a	16	n/a	n/a
6.523540	1.732471	dec_social_low	1.732471	16	n/a	2
6.523540	1.732471	dec_social_low_accept	1.732471	16	accept	2
12.244788	2	cue_social	n/a	16	n/a	n/a
12.244788	2	cue_social_low	n/a	16	n/a	n/a
14.173168	1.416752	dec_social_low	1.416752	16	n/a	8
14.173168	1.416752	dec_social_low_accept	1.416752	16	accept	8
18.999190	2	cue_social	n/a	32	n/a	n/a
18.999190	2	cue_social_high	n/a	32	n/a	n/a
21.006950	1.465898	dec_social_high	1.465898	32	n/a	8
21.006950	1.465898	dec_social_high_accept	1.465898	32	accept	8
25.923609	2	cue_social	n/a	16	n/a	n/a
25.923609	2	cue_social_low	n/a	16	n/a	n/a
27.839123	1.084013	dec_social_low	1.084013	16	n/a	1
27.839123	1.084013	dec_social_low_accept	1.084013	16	accept	1
32.742676	2	cue_social	n/a	32	n/a	n/a
32.742676	2	cue_social_high	n/a	32	n/a	n/a
34.672500	1.283376	dec_social_high	1.283376	32	n/a	8
34.672500	1.283376	dec_social_high_accept	1.283376	32	accept	8
40.385048	2	cue_social	n/a	32	n/a	n/a
40.385048	2	cue_social_high	n/a	32	n/a	n/a
42.322517	0.984031	dec_social_high	0.984031	32	n/a	8
42.322517	0.984031	dec_social_high_accept	0.984031	32	accept	8
49.652100	2	cue_social	n/a	32	n/a	n/a
49.652100	2	cue_social_high	n/a	32	n/a	n/a
51.573300	1.050091	dec_social_high	1.050091	32	n/a	2
51.573300	1.050091	dec_social_high_accept	1.050091	32	accept	2
56.399902	2	cue_nonsocial	n/a	32	n/a	n/a
56.399902	2	cue_nonsocial_high	n/a	32	n/a	n/a
58.406677	1.249972	dec_nonsocial_high	1.249972	32	n/a	16
58.406677	1.249972	dec_nonsocial_high_accept	1.249972	32	accept	16
63.310390	2	cue_social	n/a	32	n/a	n/a
