onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.590663	2	cue_social	n/a	16	n/a	n/a
4.590663	2	cue_social_low	n/a	16	n/a	n/a
6.514946	2.850538	dec_social_low	2.850538	16	n/a	1
6.514946	2.850538	dec_social_low_accept	2.850538	16	accept	1
13.844298	2	cue_social	n/a	16	n/a	n/a
13.844298	2	cue_social_low	n/a	16	n/a	n/a
15.781940	3.250113	dec_social_low	3.250113	16	n/a	4
15.781940	3.250113	dec_social_low_accept	3.250113	16	accept	4
26.259623	2	cue_nonsocial	n/a	16	n/a	n/a
26.259623	2	cue_nonsocial_low	n/a	16	n/a	n/a
28.265884	2.099395	dec_nonsocial_low	2.099395	16	n/a	2
28.265884	2.099395	dec_nonsocial_low_accept	2.099395	16	accept	2
33.092903	2	cue_nonsocial	n/a	32	n/a	n/a
33.092903	2	cue_nonsocial_high	n/a	32	n/a	n/a
35.098810	2.449990	dec_nonsocial_high	2.449990	32	n/a	8
35.098810	2.449990	dec_nonsocial_high_accept	2.449990	32	accept	8
44.040485	2	cue_social	n/a	16	n/a	n/a
44.040485	2	cue_social_low	n/a	16	n/a	n/a
45.963852	2.268136	dec_social_low	2.268136	16	n/a	8
45.963852	2.268136	dec_social_low_accept	2.268136	16	accept	8
50.866530	2	cue_social	n/a	32	n/a	n/a
50.866530	2	cue_social_high	n/a	32	n/a	n/a
52.797695	2.183404	dec_social_high	2.183404	32	n/a	16
52.797695	2.183404	dec_social_high_accept	2.183404	32	accept	16
60.123028	2	cue_social	n/a	16	n/a	n/a
60.123028	2	cue_social_low	n/a	16	n/a	n/a
62.048832	1.799760	dec_social_low	1.799760	16	n/a	1
62.048832	1.799760	dec_social_low_accept	1.799760	16	accept	1
66.876434	2	cue_nonsocial	n/a	32	n/a	n/a
66.876434	2	cue_nonsocial_high	n/a	32	n/a	n/a
68.881900	1.683323	dec_nonsocial_high	1.683323	32	n/a	3
68.881900	1.683323	dec_nonsocial_high_accept	1.683323	32	accept	3
73.818970	2	cue_social	n/a	16	n/a	n/a
73.818970	2	cue_social_low	n/a	16	n/a	n/a
75.716240	1.749078	dec_social_low	1.749078	16	n/a	8
75.716240	1.749078	dec_social_low_accept	1.749078	16	accept	8
82.968940	2	cue_nonsocial	n/a	32	n/a	n/a
82.968940	2	cue_nonsocial_high	n/a	32	n/a	n/a
84.965480	2.065599	dec_nonsocial_high	2.065599	32	n/a	2
84.965480	2.065599	dec_nonsocial_high_accept	2.065599	32	accept	2
90.676930	2	cue_social	n/a	32	n/a	n/a
90.676930	2	cue_social_high	n/a	32	n/a	n/a
92.614890	1.750268	dec_social_high	1.750268	32	n/a	8
92.614890	1.750268	dec_social_high_accept	1.750268	32	accept	8
98.259610	2	cue_nonsocial	n/a	32	n/a	n/a
98.259610	2	cue_nonsocial_high	n/a	32	n/a	n/a
100.265780	1.665249	dec_nonsocial_high	1.665249	32	n/a	8
100.265780	1.665249	dec_nonsocial_high_accept	1.665249	32	accept	8
105.092850	2	cue_nonsocial	n/a	32	n/a	n/a
105.092850	2	cue_nonsocial_high	n/a	32	n/a	n/a
107.098740	1.549793	dec_nonsocial_high	1.549793	32	n/a	16
107.098740	1.549793	dec_nonsocial_high_accept	1.549793	32	accept	16
112.818085	2	cue_social	n/a	32	n/a	n/a
112.818085	2	cue_social_high	n/a	32	n/a	n/a
114.747800	1.733196	dec_social_high	1.733196	32	n/a	8
114.747800	1.733196	dec_social_high_accept	1.733196	32	accept	8
120.480260	2	cue_social	n/a	16	n/a	n/a
