TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,3,0,5.000000e-01,4.037500e+00,1.0,0.0,4.0185103,1.0,4,6.4007807,high,2.3822706,0.6177294,6.921043,9.268722,9.270691,11.273178,7.2546678,11.27363,15.305716
2,2,4,2,2,1,2,8.075000e-01,1.0,1.0,15.412965,1.0,4,17.250309,high,1.8373448,1.1626552,17.770468,22.163408,22.165276,24.167547,8.754583,24.167921,24.971024
3,3,2,0,2,0,5.000000e-01,4.037500e+00,1.0,2.0,25.077686,1.0,2,26.950436,high,1.8727483,1.1272517,27.470476,30.327723,30.32958,32.33126,7.253572,32.33164,36.36536
4,4,8,2,3,0,2,8.075000e-01,1.0,3.0,36.37572,1.0,8,38.317345,high,1.9416229,1.0583771,38.83635,43.12628,43.128185,45.130367,8.754647,45.1308,45.934727
5,5,2,8,1,1,5.000000e-01,2.422500e+00,1.0,4.0,45.940117,2.0,8,47.834267,high,1.8941495,1.1058505,48.35306,51.190727,51.192654,53.194263,7.2541447,53.19465,55.61375
6,6,4,8,2,1,5.000000e-01,8.075000e-01,1.0,5.0,55.72007,2.0,8,57.434162,high,1.7140911,1.2859089,57.954025,60.97127,60.973164,62.974777,7.254708,62.975163,63.778393
7,7,8,2,2,0,3.500000e+00,2.422500e+00,1.0,6.0,63.885292,1.0,8,65.73379,high,1.8484945,1.1515055,66.25291,72.13729,72.13901,74.142784,10.257495,74.143166,76.55738
8,8,8,4,1,1,2,8.075000e-01,1.0,7.0,76.56182,1.0,8,78.73417,high,2.1723478,0.8276521,79.25325,83.31161,83.313805,85.316864,8.755044,85.317245,86.1197
9,9,8,4,3,0,5.000000e-01,2.422500e+00,1.0,8.0,86.12747,1.0,8,87.81743,high,1.6899521,1.3100479,88.336266,91.377785,91.37972,93.38189,7.254414,93.38227,95.800514
10,10,0,2,1,0,3.500000e+00,8.075000e-01,1.0,9.0,95.80618,2.0,2,97.81702,high,2.010837,0.9891629,98.33678,104.056694,104.058655,106.060135,10.253956,106.06052,106.86455
11,11,4,0,1,0,5.000000e-01,8.075000e-01,1.0,10.0,106.868965,1.0,4,109.03393,high,2.1649578,0.8350422,109.552925,112.11925,112.11965,114.12173,7.2527614,114.12211,114.92627
12,12,0,4,2,0,2,8.075000e-01,1.0,11.0,115.03386,2.0,4,116.81748,high,1.7836274,1.2163726,117.337,121.78434,121.78607,123.78876,8.754902,123.78914,124.59147
13,13,0,8,1,0,5.000000e-01,2.422500e+00,1.0,12.0,124.59575,999.0,999,127.600266,999,0.0,0.0,127.6038,129.8455,999.0,999.0,874.40424,131.84941,134.26883
14,14,0,4,3,0,5.000000e-01,8.075000e-01,1.0,13.0,134.2777,2.0,4,136.03348,high,1.7557821,1.2442179,136.55403,139.52849,139.53043,141.5328,7.2551208,141.5332,142.33578
15,15,0,2,3,1,2,8.075000e-01,1.0,14.0,142.3435,2.0,2,143.90033,high,1.5568342,1.4431658,144.42017,149.09407,149.09601,151.09795,8.754451,151.09833,151.9016
16,16,2,0,1,1,5.000000e-01,2.422500e+00,1.0,15.0,151.90697,1.0,2,153.66704,high,1.7600654,1.2399346,154.18697,157.1578,157.15977,159.1621,7.25512,159.16248,161.57976
17,17,4,2,2,0,5.000000e-01,7.267500e+00,1.0,16.0,161.68816,1.0,4,163.68362,high,1.9954631,1.0045369,164.20314,166.93857,166.94032,168.94225,7.254087,168.94263,176.20647
18,18,8,0,3,0,5.000000e-01,8.075000e-01,1.0,17.0,176.21669,1.0,8,177.8499,high,1.6332163,1.3667837,178.37105,181.4678,181.46976,183.4716,7.25491,183.47198,184.27405
19,19,0,8,3,1,2,2.422500e+00,1.0,18.0,184.28314,2.0,8,186.38454,high,2.1013918,0.8986082,186.90376,191.03386,191.03583,193.0383,8.755147,193.03867,195.456
20,20,2,8,2,1,5.000000e-01,2.422500e+00,1.0,19.0,195.5658,2.0,8,198.45032,high,2.884521,0.1154789,198.97006,200.81638,200.81833,202.82182,7.2560277,202.8222,205.23831
21,21,8,2,1,0,5.000000e-01,8.075000e-01,1.0,20.0,205.2438,1.0,8,207.10019,high,1.8563803,1.1436197,207.61975,210.49547,210.4974,212.49884,7.255035,212.49924,213.30145
22,22,4,2,1,0,5.000000e-01,8.075000e-01,1.0,21.0,213.30473,1.0,4,215.1008,high,1.7960587,1.2039413,215.61923,218.5555,218.55591,220.55783,7.2530837,220.5582,221.36299
23,23,4,0,3,1,5.000000e-01,2.422500e+00,1.0,22.0,221.37195,1.0,4,223.40039,high,2.0284312,0.9715688,223.91951,226.62305,226.62502,228.62758,7.255625,228.62796,231.04585
24,24,2,8,2,0,2,8.075000e-01,1.0,23.0,231.15576,2.0,8,232.86707,high,1.711301,1.288699,233.38675,237.90686,237.90862,239.91191,8.756136,239.9123,240.71356
25,25,8,4,1,0,5.000000e-01,7.267500e+00,1.0,24.0,240.71889,1.0,8,242.91695,high,2.1980684,0.8019316,243.43628,245.97012,245.97229,247.97562,7.2567334,247.976,255.23601
26,26,8,0,1,1,5.000000e-01,4.037500e+00,1.0,25.0,255.23924,1.0,8,256.8998,high,1.660553,1.339447,257.4203,260.48987,260.49182,262.4936,7.2543488,262.494,266.5277
27,27,2,8,3,1,2,4.037500e+00,1.0,26.0,266.53784,2.0,8,268.10052,high,1.5627027,1.4372973,268.62067,273.28842,273.29044,275.293,8.755168,275.2934,279.32578
28,28,2,8,3,0,5.000000e-01,2.422500e+00,1.0,27.0,279.33188,2.0,8,280.95044,high,1.618557,1.381443,281.46957,284.5819,284.5838,286.58554,7.2536583,286.58594,289.0049
29,29,8,2,1,1,2,4.037500e+00,1.0,28.0,289.0102,1.0,8,290.88382,high,1.8736136,1.1263864,291.40265,295.76013,295.7621,297.76382,8.753643,297.76437,301.79803
30,30,4,2,3,1,2,8.075000e-01,1.0,29.0,301.80655,1.0,4,303.61655,high,1.8099922,1.1900078,304.13712,308.55737,308.55936,310.5612,8.754624,310.56155,311.36478
31,31,4,0,1,1,2,8.075000e-01,1.0,30.0,311.36896,1.0,4,313.2332,high,1.8642447,1.1357553,313.7531,318.11945,318.12143,320.12463,8.755691,320.12503,320.92697
32,32,8,2,1,0,2,2.422500e+00,1.0,31.0,320.93134,1.0,8,322.73364,high,1.8022854,1.1977146,323.25317,327.68195,327.68387,329.6863,8.754964,329.68668,332.10495
33,33,0,8,2,1,3.500000e+00,8.075000e-01,1.0,32.0,332.21335,2.0,8,333.89993,high,1.686591,1.313409,334.4198,340.46405,340.4659,342.46896,10.255629,342.46936,343.27094
34,34,8,2,2,1,5.000000e-01,8.075000e-01,1.0,33.0,343.3788,1.0,8,345.3002,high,1.9213969,1.0786031,345.81912,348.6301,348.6305,350.6327,7.253895,350.63312,351.4361
35,35,0,2,2,1,2,8.075000e-01,1.0,34.0,351.54126,2.0,2,353.35028,high,1.8090425,1.1909575,353.86975,358.29218,358.29257,360.29474,8.753502,360.29514,361.09915
36,36,4,8,3,1,5.000000e-01,8.075000e-01,1.0,35.0,361.1094,2.0,8,362.75027,high,1.640847,1.359153,363.26907,366.35928,366.3613,368.3643,7.2548738,368.3647,369.16678
37,37,8,2,3,1,2,5.652500e+00,1.0,36.0,369.1754,1.0,8,370.9669,high,1.7914846,1.2085154,371.4859,375.92606,375.92648,377.92892,8.75352,377.92932,383.5775
38,38,2,4,1,1,5.000000e-01,8.882500e+00,1.0,37.0,383.58304,2.0,4,385.3502,high,1.7671362,1.2328638,385.86908,388.83456,388.83658,390.84,7.25695,390.84045,399.7162
39,39,0,2,3,0,5.000000e-01,8.075000e-01,1.0,38.0,399.73737,2.0,2,402.61694,high,2.8795867,0.1204133,403.13617,404.9876,404.98953,406.99106,7.2537155,406.99146,407.79498
40,40,8,0,2,0,5.000000e-01,5.652500e+00,1.0,39.0,407.90366,1.0,8,409.5335,high,1.6298748,1.3701252,410.0532,413.15494,413.15668,415.15875,7.2551103,415.15915,420.80612
41,41,4,0,2,1,3.500000e+00,2.422500e+00,1.0,40.0,420.9133,1.0,4,422.76666,high,1.85337,1.14663,423.28583,429.16385,429.16574,431.16895,10.255637,431.16934,433.58618
42,42,8,4,2,0,2,8.075000e-01,1.0,41.0,433.69476,1.0,8,435.85004,high,2.15527,0.8447299,436.3961,440.44498,440.4468,442.44855,8.753793,442.44894,443.25195
