Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,3,0,5.000000e-01,8.075000e-01
2,0,4,1,0,3.500000e+00,2.422500e+00
3,4,2,1,1,5.000000e-01,8.075000e-01
4,4,8,2,0,2,8.075000e-01
5,8,2,3,0,5.000000e-01,7.267500e+00
6,2,4,3,0,5.000000e-01,2.422500e+00
7,8,2,1,1,5.000000e-01,8.075000e-01
8,0,8,3,1,2,8.075000e-01
9,0,4,3,1,5.000000e-01,2.422500e+00
10,8,2,1,0,2,8.075000e-01
11,2,8,3,0,5.000000e-01,8.075000e-01
12,8,2,2,0,2,8.882500e+00
13,2,8,1,0,5.000000e-01,2.422500e+00
14,2,8,2,0,5.000000e-01,2.422500e+00
15,8,4,2,1,2,8.075000e-01
16,0,8,1,1,5.000000e-01,8.075000e-01
17,0,8,1,0,5.000000e-01,2.422500e+00
18,8,2,2,1,5.000000e-01,8.075000e-01
19,2,8,1,1,2,7.267500e+00
20,2,4,3,1,3.500000e+00,5.652500e+00
21,0,2,2,1,5.000000e-01,8.075000e-01
22,0,4,2,0,5.000000e-01,4.037500e+00
23,8,2,3,1,3.500000e+00,8.075000e-01
24,4,2,2,1,3.500000e+00,2.422500e+00
25,0,2,1,0,2,4.037500e+00
26,0,8,2,0,5.000000e-01,8.075000e-01
27,4,8,1,1,2,2.422500e+00
28,0,4,1,1,5.000000e-01,2.422500e+00
29,2,0,2,0,2,4.037500e+00
30,2,8,3,1,5.000000e-01,8.075000e-01
31,4,2,1,0,2,8.075000e-01
32,4,0,2,1,5.000000e-01,8.075000e-01
33,8,4,3,1,5.000000e-01,8.075000e-01
34,8,4,1,0,5.000000e-01,4.037500e+00
35,4,0,3,0,2,8.075000e-01
36,0,8,3,0,2,8.075000e-01
37,2,0,1,1,2,2.422500e+00
38,4,2,2,0,2,2.422500e+00
39,2,0,3,1,5.000000e-01,8.075000e-01
40,4,8,3,0,2,5.652500e+00
41,0,8,2,1,5.000000e-01,4.037500e+00
42,2,8,2,1,5.000000e-01,8.075000e-01
