TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,9,3,3,8.075000e-01,1.615000e+00,1.0,0.0,2.7003698e-06,0.0099539,4.027574,2.0,5.474942,1.4473678,5.5753665,2.8676322,8.444897,9.0,8.445046,9.052814,5.0252395,9.053009,9.862139,--
2,2,7,3,1,4.037500e+00,2.422500e+00,1.0,1.0,--,--,9.864772,2.0,11.108199,1.2434268,11.2085905,3.8790731,15.090816,1.0,15.090948,15.696426,5.8316536,15.69658,19.73655,--
3,3,9,3,3,8.075000e-01,2.422500e+00,1.0,2.0,--,--,19.739155,2.0,21.291689,1.5525343,21.39205,3.5699656,24.964264,8.0,24.964382,25.569813,5.830659,25.569963,26.379147,--
4,4,9,3,3,8.075000e-01,8.075000e-01,1.0,3.0,--,--,26.381771,1.0,27.824896,1.4431252,27.925247,2.0643747,29.99154,2.0,29.991653,30.596186,4.214414,30.59634,31.40639,--
5,5,6,2,3,8.075000e-01,2.422500e+00,1.0,4.0,--,--,31.421486,2.0,32.77505,1.353568,32.875435,3.768932,36.645763,7.0,36.645878,37.249943,5.8284564,37.25009,38.05949,--
6,6,3,1,3,8.075000e-01,8.075000e-01,1.0,5.0,--,--,38.0666,1.0,39.30836,1.2417608,39.40874,2.2657392,41.676704,3.0,41.67682,42.28187,4.215271,42.28203,43.091743,--
7,7,3,1,3,8.075000e-01,8.075000e-01,1.0,6.0,--,--,43.09365,2.0,43.92472,0.8310703,44.025085,2.6764297,46.703316,8.0,46.703434,47.307877,4.214227,47.30803,48.117287,--
8,8,9,3,3,2.422500e+00,1.615000e+00,1.0,7.0,--,--,48.1218,2.0,49.575043,1.4532425,49.67539,2.8617575,52.538834,6.0,52.538948,53.143013,5.0212145,53.14317,55.567863,--
9,9,4,2,1,5.652500e+00,8.075000e-01,1.0,8.0,--,--,55.57957,1.0,56.509735,0.9301639,56.6101,2.577336,59.190205,7.0,59.190315,59.79466,4.2150865,59.794815,65.44991,--
10,10,7,3,1,2.422500e+00,8.075000e-01,1.0,9.0,--,--,65.45367,2.0,66.591385,1.137713,66.69174,2.369787,69.06334,3.0,69.06345,69.66787,4.2142024,69.66802,72.092995,--
