Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,2,0,3.500000e+00,2.422500e+00
2,4,2,2,1,2,8.075000e-01
3,8,2,1,0,5.000000e-01,8.075000e-01
4,2,4,1,0,5.000000e-01,8.075000e-01
5,8,0,2,0,5.000000e-01,8.075000e-01
6,4,2,2,0,5.000000e-01,2.422500e+00
7,2,8,3,0,5.000000e-01,7.267500e+00
8,2,8,2,1,2,4.037500e+00
9,2,8,1,1,5.000000e-01,2.422500e+00
10,2,8,1,0,2,8.075000e-01
11,2,0,1,0,5.000000e-01,8.075000e-01
12,4,8,3,1,2,8.075000e-01
13,4,2,1,1,5.000000e-01,8.075000e-01
14,2,8,1,1,2,8.075000e-01
15,4,0,3,0,5.000000e-01,8.075000e-01
16,2,0,3,0,2,4.037500e+00
17,0,8,3,1,5.000000e-01,8.075000e-01
18,8,4,2,1,5.000000e-01,5.652500e+00
19,4,0,2,1,3.500000e+00,8.075000e-01
20,2,8,3,1,2,4.037500e+00
21,8,0,1,1,2,4.037500e+00
22,4,8,1,1,5.000000e-01,5.652500e+00
23,2,8,2,1,5.000000e-01,8.075000e-01
24,2,8,3,0,5.000000e-01,8.075000e-01
25,4,0,1,0,5.000000e-01,8.075000e-01
26,8,2,2,0,2,2.422500e+00
27,0,8,3,0,2,2.422500e+00
28,2,4,3,0,2,4.037500e+00
29,4,0,1,1,2,8.075000e-01
30,8,4,2,0,5.000000e-01,2.422500e+00
31,2,0,1,1,3.500000e+00,8.075000e-01
32,4,2,3,1,5.000000e-01,2.422500e+00
33,4,8,1,0,5.000000e-01,2.422500e+00
34,8,0,2,1,5.000000e-01,8.075000e-01
35,4,0,2,0,3.500000e+00,8.075000e-01
36,2,0,2,1,2,8.075000e-01
37,2,0,3,1,5.000000e-01,2.422500e+00
38,8,0,1,0,2,2.422500e+00
39,2,8,3,1,5.000000e-01,8.882500e+00
40,8,2,2,0,5.000000e-01,2.422500e+00
41,0,4,3,1,5.000000e-01,7.267500e+00
42,4,8,3,0,2,8.075000e-01
